as_location,occurrences
"Figures 1 and S3",21
"Table 4, Supplementary Table 3",21
"Figures 2, 3, and 5",21
"Figures 5, 6A, and Table 6",21
"Figure 5, Figure 3",21
"Figure 5, Supplementary Figure 6",21
"Table I and Supplemental Figure 1",21
"Figures 7 and 9B",21
"Figure 2, ESM Figure 2",21
"Figure 2 and Table I",21
"Additional Table 5",21
"Figure 1, Suppl data 3",21
"Figures 4 and 9",21
"Figures 3 and S1 and Table 2",21
"Figures 4, 5, 6",21
"Extanded Table 2",21
"Table 4, Figure 1, Supplemental Table 3",21
"Figures 4 and 8",21
"Figures 4, 6",21
"Figure 4D,E",21
"Supplemental Information Figure S4",21
"Figure 5A,C",21
"Table 2, Supplementary Figure 3",21
"Figure 3 and table 2",21
"Text p 3103",21
"Supporting Information Figure 1",21
"Figures 5, 7, 8",21
"Table 1 and figure 3",21
"Figure 7 and Table 3",21
"Figure 2 and Table 2 and Supplementary Figure 2",21
"Figure 3d",21
"Figures 1, 2 and 5",21
"Figure 5 and table 3",21
"Figure 9A",21
"Figures 6 and 9A",21
"Figure 3 and Supplementary Figure 3",20
"Figure 4A,B",20
"Tables 2 and 4, Figure 1",20
"Table 1 and Supplementary Figure 1",20
"Figure 5 and Table S1",20
"Figure 1 and table 1",20
"Figures 2 and 3, Table 5",20
"Extanded Table 1",20
"Table I, Figure 1",20
"Table 13",20
"Figure 1, 2 and Table 5",20
"Figure 3 and Supplemental Table 6",20
"Table 1, Figures 3 and 4",20
"Figure 4A and Supplementary figure S1",20
"Table I and Figure 2",20
"Figure 3 and Supplementary Figure S7",20
"Fig. 1, Table 2",20
"Figures 1, 2 and Table 2",20
"Figure 1 and Supplementary Figure 2",20
"Figures 2, 3, Supplementary Table 2b",20
"Figure 3, Supplementary Figure 3",20
"Figures 2 and 5, Table 1",20
"Figure 2A&C",20
"Figure 5 and Supprting Figures S4 and S5",20
"Figures 1, 2, 3, 4, 5",20
"Figures 2, 3, Supplementary Table 2a",20
"Figure 3 and Supplementary Table 7",20
"Figures 1 and 2, Table 2",20
"Figure 2 legend",20
"Figure 1 and Supplementary Table 1",20
"Figure 5, Table E9",20
"Figures 4 and S13 and Table S6",20
"Figures 4, 5, 6, and 7",20
"Text page 7",20
"Figure 5G",20
"Figures 2A and 3B",20
"Results page 4",19
"Supplementary Dataset 4b and Extended Data Figure 3",19
"Figures 6 and S5",19
"Supplemenatry Figure 4",19
"Figures 5, 6 and table 1",19
"FIgure 3",19
"Figures 3 and 5, Table 1",19
"Figure 2 and Tables 2 and 3",19
"Figure 5, 6",19
"Supplemental figure E",19
"Figures 2, 5, and 6",19
"Figures 5 and S5",19
"Figure 1, 2",19
"Figure 4, Figures 1A, 2",19
"Figure 1 and Extended Data Figure 1",19
"Table III, Figure 1",19
"Figures 4 and S2, Table 4.",19
"Figure 1, Supplementary Figures 8 and 9, Supplementary Tables 2 and 3",19
Abstract,19
"Data S7 and Figure S8",19
"Figure S3 and Supplementary Table 6",19
"Table 4 and Figure 3",19
"Figure 4B and Supplementary figure S1",19
"Tables 2, 3, Figure 3",19
"Table SV and Figure 8",19
"Figure 13",19
"Figure 2, ESM Figure 1",19
"Figure 2 and Supplementary Figure 6",19
"Table 1 and Figure S3",19
"Tables 2-3",19
"Supplementary figure S1",19
"Figure 5 and Supplementary Figure 3",19
"Figures 8 and 12",18
"Figure 3 and Supplemental Table II",18
"Figure 3 and Supplemental Figure 3",18
"Data S6 and Figure S8",18
"Figure 2 and Table II",18
"Tables 1, 2 and 3",18
"Figure 1, Text page 1837",18
"Tables 2, 4, Figures 2, 3, 4 and 5",18
"Figures 1, 3, S2, S6, S9",18
"Supplementary Figure 1, Figure 2",18
"Figure 2 and Supplemental Table S6",18
"Figures 2, S3, and S4",18
"Figures 6, S9",18
"Tables 1, 4 and Figure 1",18
"Figures 10 and 14",18
"Figure 8A",18
"Figure 3 and Supplemental Material Table S1",18
"Figure 2 and Supplementary Figures 1 and 2",18
"Figure 1, 3 and Table 2, 5",18
"Submission and Supplementary Figure 1, Figure 1A,B",18
"Suppl Figures S3c",18
"Figures 1, 4, Supplementary Figure 1",18
"Figures 4 and 5, Table 1",18
"Figure 3 and Table 3, 5",18
"Figure 5H",18
"Figures 1, 3, S2, S5, S9",18
"Figures 2, 4 and Table 2",18
"Text page 8, Figure 3",18
"Figures 1, 2, S1, S3, and S5",18
"Figure 5 and Supplementary Figure 2",18
"Text page 1418",18
"Figures 3, 4, and Supplementary Figure 1",18
"Figures 2B and 3A",18
"Figures 1A, 2",18
"Figures 3, 4, 5, and 6",18
"Table 4, Figure 3",18
"Tables 1, 2, 3",18
"Figure 5-A1",18
"Figure 4, Table 1, and Supplementary Table 4",18
"Dataset S5, Figure S1",17
"Figures 3, 4, 5 and 6",17
"Figure 5 and Supplementary Figure 5",17
"Tables 2 and S1",17
"Figures 2 and S3",17
"Table 12",17
"DataSet S1, Figures 2, S1",17
"Table 1 and Figures 4, 5",17
"Tables I and II, Figures 1, 2, and 3",17
"Tables S4, S6",17
"Figure 1, Tables SI, SII",17
"Figure 3 and 5",17
"Figure 3, Figure 6",17
"Figure 3F",17
"Supplemental Table 3, Figure 4",17
"Suplemental Table S2, Figure 3",17
"Figure 3 and Table III",17
"Figures 1-3 and Table 1",17
"Figures 8 and S4",17
"Figures 1, 4, S3",17
"Figure 1 and Supplemental Figure 3",17
"Figure 2C,D",17
"Table II and Supplementary Figure 1",17
"Figures 2, 3, Supplementary Table 2c",17
"Figure 1, Tables 3 and 5",17
"Figure 2 and Supplemental Figure 6",17
"Figure 1, Table E3",17
"Extanded Table 3",17
"Table 2, Supplementary Tables S1 and S2",17
"Figure 7 and Supplementary Table S2",17
"Figure E1",17
"Figure 1c",17
"Figure 6 and Table 4",17
"Figures 3, 4, and 6",17
"Figures 1 and 2 and Table 2",17
"Figure 3, Table S2",17
"Figures 2, 5 and S5",16
"Figure 5, Supplementary Figures 10, 11",16
Fig.3B,16
"Figures 1, 2 and S1",16
"Figure 3 Table 1 and Extended Data Figure 3",16
"Figure 1 and Tables 3, 4 and 5",16
"Figure 4, Supplemental Figure,  Table 3,",16
"Figure 4 and Figures S4 and S5",16
"Figures 2 and 3 and Table 1",16
"Figures 2, 4, Table 3, Supplementary Figure 3",16
"Text p. 1281",16
"Text page 903",16
"Extended Data Figure 8 and Supplementary Table 5",16
"Figure 5 and S5",16
"Figure 6, Supplementary Figure 5",16
"Figure 5 and 6",16
"Author provided, Figures 2, 3, Tables 1, 2, Supplemental Tables 5, 6, and 7",16
"Figures 2 and Table S6",16
"Table III, Fig 1",16
"Materials and Methods",16
"Supplementary Figures S1 and S2",16
"Figure 1 and Table1",16
"Figure 2 and extended data Figure 1",16
"Table 3, Supplementary Figure 3",16
"Table 3 and 4",16
"Figure E6",16
"TABLE II, Fig.2",16
"Figures 1, 4 and 5",16
"Figure 7b",16
"Figures 1 and S3, Table 1, and Supplementary Table 6",16
"Table 2 and Figure 10",16
"Table 3 and Figure 7",16
"Figure 3, Supplemental Figure,  Table 3,",16
"Figure 4, Supplementary Figure 5",16
"Figures 1 and 3 and Supplementary Table III",16
"Figure 2, Table 13",16
"Figure 1, 2, 3",16
"Figure 2C, online resource 3",16
"Figure E3",16
"Figures 2, 3, 4, S8",16
"Figures 3, 4, tables 3 and 5",16
"Tables II and III and text page 7506",16
"Figures 1 and 2 and Table 1",16
"Tables 1 and 2 and Figures 1 and 4",16
"Figure 2 and Supplementary Figure  1",16
"Supplementary figure 1",16
"Figures 2A and 4B",16
"Figure 1 and supplementary table 2",16
"Figure 2, S4",16
"Supplementary Figure 1B",16
"Figure 2, Figure 2, Figure 3",16
"Results page 10",16
"Figure 4 and Supplemental Figure 3",16
"Table S9",16
"Figure 4C, 4E",16
"Figure 2, Supplementary Figure 1",16
"Figure 2, Table 3",16
"Supplementary Figure 9, Supplementary Table 3",15
"Table 2B",15
"Supplemental Data File S3, Figures 1, 2",15
"Figures 1, 3 and 5",15
"Figures 2 and S6",15
"Table III and Figure 1",15
"Figure 1E-F, Table 2",15
"Figure 4 and Supplementary Table III",15
"Figure 6, Figures 2 and 3",15
"TABLE III, Fig. 1",15
"Text p 219",15
"Figure 1E-F",15
"Figures 2 and S4",15
"Figure 1, tables 3 and 4",15
"Supplementary Figure",15
"Figures 2 and 3, Table 4",15
"Figures 5 and S2",15
"Figures 1 and 2, Tables 1 and 2",15
"Figures 1, 2, 4 and Table 2",15
"Figure 3 and Supplemental Figure 7",15
"Text P. 192",15
"Figures 5 and 9",15
"Text page 1318",15
"Figure 3, Supplementary Table 9",15
"Figures 2, S2 and S8",15
"Text. page 61.",15
"Figure 2, Table 5",15
"Figure 4 and S4",15
"Figures 1 and S4",15
"Figures 1, 2, 4 and 5",15
"Figures 3-5 and Table 2",15
"Figure 5, S4, S5, Table S3 and Table S4",14
"Figure 5, Table 3",14
"Figures 1, 2, 4",14
"Figure S12",14
"Figures S1 and S3",14
"Figures 1, 2, 3 4, S1, S2, S3, Table 1, DataS2",14
"Figures 3 and 4, Table 3",14
"Tables 5 and 7",14
"Tables 5 and 6",14
"Figures 5 and S3",14
"Figures 3 and 4 and Table 4 and Tables S1, S3, and S4",14
"Figure 4.C.",14
"Figure 2SC",14
"Extended Data 3, Extended Data 7",14
"Table 3 and Figures 1-3",14
"Figures 1, 2, 4, and Table 1",14
"Figure 3, S11 and Table S6",14
"Table 4B",14
"Figures 1 and S2 and Table 1",14
"Figures 1 and 2, Suppl Figures S1a, S2",14
"Figures 2, 3, 4, and 6 ",14
"Table 1, Figure 6",14
"Figures 3 and 8",14
"Figure 1 and Supplemental Table 3",14
"Figures 5, 7, and Supplemental Figure S4",14
"Supplementary Material Figure S1",14
"Figure 4 and Supplementary Data 5",14
"Supplementary Figures 4 and 5, Supplementary Tables 1 and 3",14
"Supplementary Figure 2, Supplementary Table 1",14
"Figures 3, S3",14
"Tables S3, S4, Figure S2A",14
"Text page 31449",14
"Figures 1, 2, 3, 4, 5 and 6",14
"Figure 2C and Table S4",14
"Tables 1 to 3, Figures 1 and 3 to 5",14
"Figure 4 and ESM Table 4",14
"Table 3 and Additional File 1",14
"Figure 1, Supplementary Figure 12",14
"Figure 2, Figure 5, Table S1, and Table S3",14
"Table 3, Figure 4, Supplementary Figure 4",14
"Figures 2, 4 and 6",14
"Figure 8 and Table II",14
"Figure 2, Supplementary Figure 3",14
"Figures 2, 3, S2",14
"Figure 2, Supplementary Table 1",14
"Tables 1 and 3 and Figure 2",14
"Figure 2 and Supplementary Information Table 2",14
"Figures 6, 7 and 8",14
"Figure 3A and Table 2",14
"Figures 1, 4, 5, 6, Suppl figure S4",14
"Figure 4 and Supplementary Figure 1",14
"Table 3, STable 3",14
"Figure  2",14
"Figures 1, 2, 3 4, S1, S2, S3, Table 1, DataS1",14
"Figures 2, 3 and 6",14
"Figures 2, 3, 6, S2",14
"Figure 1D,E",14
"Figures 2 and 3 and Supplemental figures C, D, E, and G",14
"Figure S3B",14
"Figure 4 and ESM Table 5",14
"Figures 4A and 10",14
"Figures 5 and 6 and Table 2",14
"Figures 2, 3, Table 2",14
"Results section, page 475.",14
"Tables 1, 2, and 3 and Figures 1, 4, and 5",14
"Figure 4 and Supplementary Data 6 and 7",14
"Table 1 and Figures 1, 2",13
"Table 1, Supplementary Figure 3 and 4",13
"Tables 2 and SV and Figures 7 and 8",13
"Extended Data Figure 1",13
"Figure 1, S3",13
"Supplementary Tables 5, 6, 8, 9, Supplementary Figures 11, 12, 13 and 16",13
"Figures 4 and S4",13
"Table 1, Table S3, Table S4",13
"Table 4, Figure 2",13
"Figure 1A and 1B",13
"Figures 1, 2 and 6",13
"Figures 3, 4, Supplemental Figure 2",13
"Figures 5 and 6 and Supplementary Figures 6 and 7",13
"Table II and Supplemental Table S2",13
"Extended Data Figures 6, 8",13
"Figure 2 and table II",13
"Figure 2 and Supplementary Figure S2",13
"Fugre 4B",13
"Figures 3, 4 and Table 1",13
"Tables I, III, and and Supplemental Figures 2, 3",13
"Figure S3 and Table S4",13
"Figures 1, 2, 3, 4 and 6",13
"Figure 4 and Supplementary Figure 2",13
"Figure 1, Table S4",13
"Figures 6",13
"Table III and Figure 2",13
"Supplementary Figure 1A",13
"Tables 3 and 4, Figure 1",13
"Supporting Information Figure 4 and Text page 1072",13
"Tables 3 and 8",13
"Table II and III",13
"Table I and Figure 4",13
"Figure 2A, B",13
"Figure S6A, S7",13
"Figures 1, S2, Table 1",13
"Figures 2, 3, 4, 6",13
"Table 3, Figure 5",13
"Figure 4, Tables 2 and 3",13
"Figures 1, 2, 3 and Table 1",13
"Supplemental Table S6",13
"Tables 4, 5, 6",13
"Figures 1, 2, E1, E2 and Tables 1, E1",13
"Table 2, Figures 1, 2, 3 and S1",13
"Extended Data Table 2, Extended Data Figure 6",13
"Figure 1 and Extended Data Figure 4",13
"Figures 3, 4, 5 and Table 2",13
"Figures 1",13
"Figures 3, 7 and 9",13
"Table S5, Figure S4",13
"Tables 2, 3, 4 and figure 3",13
"Figure 6E",13
"Figure 1, Supplementary Figure 1, and Supplementary Table 1",13
"Figure 1A,B,C",13
"Tables 1 and 2, Figure 3",13
"Figures 3",12
"Figure 1A&C",12
"Figure 4 and Supplemental Figure 4",12
"Figures 4 and S11",12
"Figures 2, 3, and table 5",12
"Figure 4 and Supplementary Figure 3",12
"Figure 1 and table II",12
"Tables 1 and SI and Figures 3 and 4",12
"Figure 2 and Table IV",12
"Tables 5, 6 and 7, Additional File 2",12
"Tables 4, 5, and 6, Figure 3",12
"P.6474 text",12
"Figures 2, 5, 6 and 7",12
"Table S14",12
"Table S5 and Supplementary Figure 1",12
"Figure 1, 3",12
"Figure S7 and S3",12
"Figure 5 and Supplementary Figure 8",12
"Figures 2, S1, S2",12
"Figures 6 and E1",12
"Table S4, Figure 7",12
"Figures 4, 6, 7, S4",12
"Figure 2C, D, E, F",12
"Figure 4 and Table III",12
"Text p 653",12
"Figures 1, 3, 4 and 5",12
"Tables S3 and S8",12
"Table 3 and Figure 3A",12
"Tables 1, 2, Figures 1, S1, S2, Datasets S2, S5, S6",12
"Figures 3, 4 and 6",12
"Text p.146",12
"Figure 4G",12
"Table 1 and Supplemental Table S6",12
"Figures 3-9; Tables 1-4",12
"Figure 4, Supplementary Figures 11, 12",12
"Figure 1B&D",12
"Figures 4, 5, and Table 2",12
"Figure S3C",12
"Extended Data 8",12
"Figure 1, Data S1",12
"Figures 3 and 4 and Results page 144",12
"Supplemental Data File S6",12
"Figures 2A and 3A",12
"Tables I, II",12
"Figures 5, 6, 7, and supplemental table 8",12
"Table 5 and Figure 5",12
"Table 3 and Figure S2.",12
"Table S20",12
"Table S6, S7",12
"Tables 2, Supplementary Table 3, and Figures 4 and Supplementary Figure 1",12
"Figure 4 and Supplementary figure 1",12
"Figures 1b and 3b",12
"Figure 5 and Supplementary Figure 4",12
"Supplementary Figures 2 and 3",12
"Figure 1B, Text",12
"Supplemetary Figure 3 and Supplementray Table 6",12
"Figure 1, Figure 3",12
"Figure 4, Table S5",12
"Figures 2 and 3, Table I.",12
"Figure 3A,B",12
"Text, page 291",12
"Supplementary Figure 2 and Supplementary Table 1",12
"Figures 5, 6, 7, S4",12
"Table 1, Figures 2 and 3",12
"Figures 1, 2, 3, 5, supplemental tables 1, 2, 3, 4, and author provided",12
"Text p.44",12
"Figure 2, Data File S1",12
"Table 2 and Table 3",12
"Tables 2, 3 and figure 3",12
"Figure 3, Extended Data Figures 7, 8 and Supplementary Table 8 and 10",12
"Table 1, Figures 1, 6, 7",12
"Tables 2 and 3, figure 2",12
"Figures 3,5 and Table III",12
"Tables 3 and 6",12
"Figures 5 and 8",12
"Figures 1, 3, and 5",12
"Table 1, 2 and Figure 2, 3A",12
"Figure 4 and Extended Data Figure 4",12
"Figure 3 and table 3",12
"Table S17",12
"Results page 3950",12
"Figures 1, 4, and 9",12
"Supporting Figure 2",12
"Figures 1, 3 and Table 1",12
"Figure 3, Extended Data Figure 7, and Supplementary Tables 4 and 5",11
"Figure 9 and Table 2",11
"Figure S22",11
"Figure 6a",11
"Figures 3, 5 and 6",11
"Figures 4 and 5, Table 2",11
"Figures 1, 2, 4, and 5",11
"Supplemental Figure 6",11
"Suplemental Table S2",11
"Figure 3H",11
"Tables 2 and 3.",11
"Figures 3, 4, and 7",11
"Table S2, S3",11
"Figure 4 and Supplementary Figure 6",11
"Figures 1, 2, 3 and Table III",11
"Table III, Figure 3",11
"Figure 4, 5, Table 2",11
"Figure 4, Supplementary Figures 9, 10",11
"Figures 3,4 and S2, Table 4.",11
"Table 1, Figures 1-3 and Table 2.",11
"Figure 5 and Tables 1, 3",11
"Figures 2, 4, 5 and 6",11
"Figures 3, 8",11
"Figures 2, 6 and Table S1",11
"Figures 7 and 9",11
"Figures 2, 3, 7, 8, 10",11
"Figures 2, 3, 4 and 6",11
"Tables 2, 3, 4 and 5",11
"DataSet S1, Figures S1",11
"Figure 1, Text page 1418",11
"Figures 4, S3",11
"Table 1, Figure 2 and Figure 3",11
"Table IV  and figure 3",11
"Data not shown, page 293.",11
"Table 1, Figures 1, 2 and 3",11
"Figure 3, Table 2",11
"Suppplementary Figure 5 and Supplementary Table 2",11
"Table 3 and Figure 11",11
"Figure 3, 4, 5",11
"Figures 7 and S5",11
"Figure 1, S1",11
"Supplemental Table 2, Supplementary Figure 3, Figure 3",11
"Figure 4, Table 4",11
"Figures 4A and 5",11
"Figures 2, 3, 4, 5, and 6",11
"Table 1, Figure 3 and Extended Data Figure 2",11
"Figure 1 and 3",11
"Tables 1, S2",11
"Figure 1 and table 2",11
"Figure 1, 2, Table 4, Supplemental Figure 1",11
"Figures 2, 3, 4, 5 and 6",11
"Figure 3, Data S1",11
"Extended Data 3",11
"Supplementary Table 3 and Supplementary Figure 2",11
"Figures 1, 2, 4, 5",11
"Table 1 and Suplementary Figure 2",11
"Extended Data Figures 2 and 3",11
"Figure 8, Supplementary Figure 2",11
"Table 1 and Figure 7",11
"Figures 2, 3, 4 and table 1",11
"Figures 2, 3 and Table 3",11
"Tables I and II and figure 2",11
"Table VI and figure 5",11
"Table III and figure 2",11
"Supplementary Figures S6 and S7, Supplementary Figure S2",11
"Figures 2 and 3 and Table S2",11
"Figures 4, 6, 7, S5",11
"Figures 4, S6",11
"Figure 7, Supplementary Figure 2",11
"Figures 6B, 6C, 7, 10",11
"Table 3, 4",11
"Figure 4 and Supplemental Table 1",11
"Figures 5, 6, 7",11
"Figures  3",11
"Tables 3, 4",11
"Figures 4, 5 and Table 2",11
"Figure S3 and Table S4B",11
"Figure 7D",11
"Figures 2, 3, 4, S9",11
"Supplementary Figure 10",11
"Figures 5, 6, 7, S5",11
"Supplement figure 1",10
"Table 1, Figures 3 and 5",10
"Figure 1A and online resource 1",10
"Text p. 8083",10
"Figures 2, S2 and Table 1",10
"Figures 4B and 4C",10
"Figures 2, 6",10
"Figure 3 and table 1",10
"Figure 2A and Table 1",10
"Figure 3C, E",10
"Supplementary table 5",10
"Figure 3, Tables III and II",10
"Figure 7, Extended Data Figure 5",10
"Figure 4 A and 4 B",10
"TABLE II, Fig.6",10
"Figures 8, 9, Table 4",10
"Figures 1, 3, and Table 4",10
"Table IV and VI",10
"Table 4, Table 5",10
"Figures 3B and 3C",10
"Figures 1, 5 and Table 2",10
"Figures 1, 2, S1",10
"Figure 6, Supplementary Table 8",10
"Figures 6, S3",10
"Figures 2 and 3, Tables 1, 3, and 5",10
"Figures 6 and S4",10
"Table 1 and Supplemental Table S5",10
"Tables 2 and 5",10
"Text p.3187",10
"Text page 2179",10
"Table 2, Figures 4 and 5",10
"Figures 2, 3, 5, and 6",10
"Supplemental Figure S6",10
"Figure 1 and Tables 2 and 3",10
"Figures 3, 4, and 5, Table 1",10
"Tables II, IV and Figure 1",10
Table1,10
"Table E4",10
"Tables 1, 3",10
"Figures 4B and 6",10
"Figure 4, Suppl fig 3, 5, Tables 2, 3, Suppl table 3",10
"Tables 2, 3, 4, 5, 6, and Figure 1",10
"Figures 4A and 4B",10
"Table 1 and 2",10
"Tables 1, 2, and 3",10
"Table IX",10
"Figures 5, 6 and S7",10
"Figures 4B and 5",10
"Figure 5C, Figure 5D",10
"Supplementary figure S4",10
"Figure 3G",10
"Figures 2, 1",10
"Tables S5 and S9",10
"Figures 4, 7",10
"Figure 9C",10
"Figure 2 and Supplementary Table A.3",10
"Figure S4C",10
"Extended Data 7",10
"Figure 3c and Supplementary Figure 4, 5, 6",10
"Figures 5 and S4",10
"Figure 1 and Supplemental Figure 1",10
"Figure 1 and Supplementary Figure S1",10
"Figure 3 and S2",10
"Figure 5, Supplementary Fig. S9",10
"Figure 2 and S4",10
"Figures 1 and Supplementary Figure S2",10
"Figures 1, 2, 5, S1, and S5",10
"Figure 5 and Supplementary Figure S5",10
"Figure 3D, F",10
"Figure 4 and Supplemental Figure 2",10
"Figures 1, 2, 3, and 7",10
"Figure 5, Supplementary Figure 5",10
"Figures 1-3, Table II",10
"Figure 2C, 2D, Table 2",10
"Figures 1, 3 and Supplementary Table 2",10
"Text p 574",10
"Figure 8 and 9B",10
"Text p985",10
"Figures 2",10
"Figure 2 and Tables 1, 2",10
"Figure 2, Table IV",10
"Figure S11 and Table S6",10
"Figures 7, 8",10
"Suppl data 3",10
"Tables II and IV",10
"Figures 1B and 2",10
"Figure 1B, Figure 1A",10
"Figures 2, 6, and 7",10
"Figures 3, S7",10
"Supplementary Fig. 2",10
"Figure 5A, Figure 5B",10
"Figures 1, 2, Table 2",10
"Figure 6 and Supplementary Figure 8",10
"Figure 3 and Table 4-5",10
"Table 1 and Figure S7",10
"Supplementary Figures 2, 3, Supplementary Table 1",10
"Text, page 1330",10
"Figures 3, E2, Table E4",10
"Figures 4, 5, and 7",10
"Figures 4, 5 and table 3",10
"Text P. 387",10
"Figure 4 and Tables S5, S8",10
"Figures 1A and 2",10
"Figure 5, Suppl fig 4, 6, Table 3, Suppl table 4",10
"Table 1, Figure S1",10
"Figure 1A, C",10
"Figure 2-3 and Table 4-5",10
"Table SV and Figures 8 and 9",10
"Figures 5 and 6, Table 1",10
"Tables 3 and 4 and Figure 8",10
"Figure 8C",10
"Figure 5, Table 2 and Web table 1",9
"Table 2, Figures 2B, S3",9
"Figures 2, S1, Supplementary Table 4",9
"Table 3 and 5",9
"Figures 4 and 5 and Tables 4 and 5",9
"Figures 3, 4, Table IV",9
"Figure 1, 2 and Table 1",9
"Table 2 and Figures 1, 2",9
