as_location,occurrences
"Figures 1, 2, 5, 6, 7, and 8",1
"Figure 3E, 3F",1
Fig.8,1
"Figure 7F,G",1
"Figures 3, 4, 5, Tables S1 and S3",1
"Figures 2,3, 4 and 5",1
"Text page 2133",1
"Figure 4, text page 1216",1
"Figures S5, S6",1
"Figures 3, 4, 5, 6, 7, S2, S3, S4, S5, S6, S7, S8",1
"Tables 2 and 4 and Figure 5",1
"Tables 3 and  5",1
"Tables 2 and S3, Figures 3, 4, S2, S3 and S4 and PDB 4GG6",1
"Figure 11 and Supplemantal Figure S7",1
"Figures 2, 3, 4, and 6 and Table 3",1
"Figures 1, 2, 4, 6, and S3",1
"Figures 6, S6, S7, Table S5",1
"Figure 7, Figure 6D",1
"Figure 9, Table S2 and PDB 6PVC",1
"Figures 3A, 3D and 3E",1
"Figure 2B, Figure 3C",1
"Figures 1A,B,C, 2A and 4, Table 1",1
"Figure 5, Figures 1, 3, 4, 5, 6 and 7, Figures 1, 5 and 7",1
"Supporting information Fig. 1",1
"Figures 1, 3, 5, 6, table II",1
"figure 4",1
"Figures 8, 11, Supporting Information-Data Collection and Refinement Statistics and PDB 6MIV",1
"Figures 3, and 4 and Table 1",1
"Figures 1 and 5, Table 3",1
"Supplemental Figure",1
"Figures 1, 2A, and 2B",1
"Figure 3A,  2A,  5",1
"Figure 4, Table IV",1
"Figures 1 and 2 and supplemental data",1
"Figures 1, 2A&E, 3, 5, and 6",1
"Figures 3, 5, 7; Table 4",1
"Figure 3C,D, Table 2",1
"Figures 3, 4, 5, 6, 7, Tables 2, 3, Supplementary Fig 2, Supplementary Tables 2, 5, 6 and PDB 6VRM",1
"Figures 1, 2, 3, 7, and 8 and Tables 1, 2, and 3",1
"Supplementary Figures S7, S8",1
"Tables 2, 3, 4, 5, 6 and S2, Figures 2 and 3",1
"Figure 1A,C",1
"Figures 4C, 4D, 5C and 5D",1
"Figures 1 and 3; Table II",1
"Figures 1 and 4, table 1",1
"Supplementary Table 1 and Figures and S2",1
"Figure 5, S4, S5 and Table S3",1
"Figures 5, 6, Table S1, Figure S4, S5 and PDB 3TJH",1
"Figures 1, 2, 4, 5, and S3",1
"Figure 6 and table 1",1
"Figures 5, 6, and 9",1
"Figures 4e and 5d",1
"Figures 1, 2, S2, S3 and Table 1",1
"Figures 3, 4, 5, extended data figure 8 and  supplementary table 4.",1
"Supplementary Table A.3 and Supplementary Figure A.1",1
"Table 3, Figures 3, 4, 5 and Supplemental tables 3, 5, and 15",1
"Figures 5, 6 and Supplementary Fig 5",1
"Figures 3, 4, 5, and",1
"Figures 1, 3 and 6.",1
"Figure 3C and 4",1
"Figure 1B, 5, 6,7, and 8",1
"Figures 1 and 7, Figure 1, Figures 1-4",1
"Figure 1-3 and Table II, III",1
"Figure 6, Supplementary Table 1 and Supplementary Figure 1",1
"Figures 1, 2, and 6, Tables I, IV and Supplementary Tables I and II",1
"Tables 1, 2, Figures 1, 2, 3,4 and PDB 2CKB",1
"Figure 3, S8 and S11",1
"Figures 5, 6, 7, S3",1
"Figures 2, 3 and 9, Table 2 Supplemental Table 1",1
"Figures 1, 2, 3 and Supplemental Figure 3",1
"Figure 4, Extended Data Figures 9 and 10, Supplementary Table 6, and PDB 7N2N",1
"Tables 2, 3, Figures 1, 2, 3",1
"Table I, IV and Figure 3",1
"FIgure 2b",1
"Figure 5, Table I",1
"Figure 2, S2 and 5",1
"Table II, Figure 1",1
"Figures 1, 2, and 3 and tables 1 and 2",1
"Figuress 3, 4, 5, tables III, IV, V ",1
"Figures 1, 6 and S1",1
"Table 1, Fig. 3F",1
"Text on p.130",1
"Figure 2, Supplementary Figure 7",1
"Table 3, Figures 2 and 4, Table 3",1
"Figures 2, 3, 4, 5, 6, Supplemental Figures 1 and 2",1
"Figure 6, Supplementary Tables 2, 5 and PDB 6MTM",1
"Figures 1 and 2 and Supplemental Information Figures S1 and S4 and Tables S1 and S2",1
"Results Text page 463, Supplementary Table 1",1
"Table III and Supplementary Figure 1",1
"Figures 6, 7, Supplementary Figures S4, S5",1
"Figure 2, S5, S6, Table S3",1
"Figures 8B and 9B",1
"Figure I",1
"Table 1, Figures 1, 2, 3, Supplementary Figure 1,  Supplementary Table 2 and PDB 5L2K",1
"Figure 1, Supporting Figures 2 and 3",1
"Fig. 2",1
"Text p.1059 and Figure3",1
"Figures 1, 2, 3 and table I",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MKD",1
"Figures 4, 5 and S6",1
"Figure 2C, D, E",1
"Figure 2, 3 and Supplementary Figure S1",1
"Figures 5, 6 and Table IV",1
"Extended Data Figures 1 and 2",1
"Table I, III, Figures 2 and 3",1
"Table II and Table IV",1
"Figures 1 and S3 and Table 2",1
"Table 2  and figure 2",1
"Figure 3, Supplemental Figure 4",1
"Figure 1, Extended data Figure 1, and Extanded Table 1",1
"Figures 1, 2 , 3, 4 and Supplementary Figures 1, 2 and 3",1
"Figures 4, 5, Tables S3, S5 and PDB 7T2C",1
"Figures 4, S6 and S7",1
"Figuer 3",1
"Figures 2a and 2c",1
"Tables 2, S2 and Figures 3, 4 and S1",1
"Figures 2 and 4 and Table 1",1
"Figures 6, 7, 8 and Supplemetal Figures 5 and 6",1
"Figure 2, page 934",1
"Figures 4, 5, Supplementary Figure S4",1
"Figure 4 and 5d",1
"Figures 1, 2, S1 and S2",1
"FIgures 1, 2, 4, 5 and supplemental Figure 2",1
"Figure 1B,C, 2, 4, 7, S1, S2, S3",1
"Figures 1b and 2b",1
"Table 1 and text",1
"Figure 2B, 2C",1
"Figures 1, 2, 3, Tables I and II",1
"Figures 2, 3, S3, S5, S6",1
"Figure 1(A)",1
"Figure 4A,D",1
"Figure 8C and Table I",1
"Table 2 and Figures 3 and 5",1
"Figure 4; Text page 957",1
"Figures 1 to 7, Table 1",1
"Fig.2A,Fig1",1
"Figures 5, 6, S3",1
"Figures 1A, 1C and 3.",1
"Figures 2, 4, 6 and Table II, III and IV",1
"Figure 3 and Supplememtal Figure 1",1
"Figures 2-8",1
"Figure 1, 2, 3, 4, and 5",1
"Tables 1and 3, Figure 3",1
"Figures 5 and 6 and Table II",1
"Figures 1, 4A, 4C and 7",1
"Figures 4, 5, 6 and S3",1
"Figures 1, 3, 4, 5 and Supplementary Tables S2",1
"Table I, Figures 1, 3",1
"Figure 3, S2 and Table 1",1
"Figure 5.b",1
"Table 2, figure 2",1
"Figures 5C,D and 6",1
"Table 1 and Figures 5, 7",1
"Figures 6, 7, and S4",1
"text page173, Figures 1-2",1
"Figures 2, 3, 4, 5 and 8",1
"Figure 1, 3, 4, 5, 6",1
"Figures 4, 5, and Supplementary Figure S6",1
"Figure 1f and Table 1",1
"Figures 3, 5, Table 2, Supplementary Table S1 and PDB 5C0A",1
"Extended Data Figure 5d",1
"Figures  4 and 5",1
"Table 3, figures 3 and 6",1
"Figure 1, 3, 5, 6",1
"Figures 3 and 4, Tables 4 and 5",1
"Figures 3C, 5 and 6",1
"Table 1, Figure 4 and Supplemental Figure S1",1
"Figures 3, 4 and table 2",1
"Table 2 and Figures 3, 4",1
"Fig.2,Fig.4, TABLE IV, TABLE VI, TABLE VII",1
"Figures 1, 3, Table 2, S2, S5",1
"Figures 1A and 3",1
"Figure S3 and text p. 2",1
"Table I and figures 1, 2, 5, and 7",1
"Figures 1, 2, 3, 4, 5, and 8",1
"Figures 1, 5, S2 and S3",1
"Figures 1, 2, 5, and online resource 4",1
"Figure 3, Supplemental Fig. S3 and Figure 4C",1
"Figures 3 and 4, Figures 1and 2",1
"Figures 2, 6, 7, and 8 and Table 2",1
"Tables 2, 3, 5, Figure 2",1
"Figure 3, Table S2 and PDB 6D78",1
"Figures 5B and S5B",1
"Table V and Figure 1",1
"Figures 1G,H,M, 4, and 5",1
"Figures 2 and 3(II)",1
"Figures 4 and 5, and Figure 1D",1
"Tables 2 and 3, Figures 1, 2, 3 and 4",1
"Figures 1, 5 and S6",1
"Figures 1, 2 and Results (page 5888)",1
"Figure 1, Results",1
"Figures 2, 3, 5, 6, 7, 8 and 9",1
"Figures 1, 2, 3, 4, 5, S3, Tables 1, S1 and PDB 3C5Z",1
"Tables V",1
"Figures 6, S8, Tables S2, S9 and PDB 6V15",1
"Figures 2 and 3.",1
"Table IV, Figure 1",1
"Figures 2, S4, S6 and S8",1
"Figures 1, 3 and 4, Tables 1 and 2",1
"Figures 1, 2, 3, 4, 5, Table 1",1
"Figures 1A,B, 6, Suppl figure 1, Table 3",1
"Figures 4B, 4D, and 5",1
"Tables VII and IX",1
"Figure 2, Supplementary Figures 1, 2",1
"Table 3, Figures 3, 4, 5 and Supplemental tables 4 and 15",1
"Table 1, figures 1, 2, 3, and 5",1
"Figures 3, 4, and S2",1
"Figures 3, 5, 6, 7, Supplemental Figures 1, and 3",1
"Figures 6A,B and 7",1
"Figure 5, Supplementary Figures 4 and 6, Supplementary Table 4, and PDB 8WTE",1
"Figures 2, 6, Data S1",1
"Table 6 and figure 4",1
"Figures 1, 2, 4, Tables 2, S1 and PDB 6DFX",1
"Figures 1c, 2c, 4, and 5",1
"Figures 1, 2, Supporting Information Figures 2, 4, and 5",1
"Figures 1, 3, 4, and Table 1",1
"Table 1, Figure 1, Figure 2, Text page 1144",1
"Figure 4, Extended Data Figures 9 and 10, Supplementary Table 6, and PDB 8CX4",1
"Figure 3 and Table 1 and supplemental figure 2",1
"Figures 1, 3, and 7, Table 1",1
"Figures 1, 2, 3, S4",1
"Figures 1, 2, 4 and S3",1
"Figures 2, 3, Supplementary Figure 2, Supplementary Tables 1, 3 and PDB 3SDX",1
"Figures 2 and 8B",1
"Figure 2, 3, 4, 7 and Supplemental Figure 3",1
"Figures 3, 4, 6, Tables 3 and 4",1
"Figure 1, table 4",1
"Figures 3A,B, 4 and 6C",1
"Figure 1 and Tables 4 and 5",1
"Table 1 and figures 3 and 4",1
"Figures 4, 5, S2, S4",1
"Table 1 and figures 2 and 3",1
"Supplementary Figure 3, Figure 2, Figures 1, 2",1
"Figures 1C and E1",1
"Figures 2, 3B",1
"Fig 8C",1
"Table1, Figure 3, 4",1
"Figures 1, 3 and 8",1
"Figures 2B, 3B, 4B and Table 1",1
"Figures 1-5, Tables 1-3",1
"Figures 1, 2, and S3",1
"Tables 3, 5, Figures 1 and 2",1
"Figure S5D",1
"Figures 1, 2, 3, 4, 6, and 9, Table 1",1
"Figure 3, 5 and Table 1",1
"Figures 2, 5, 6 and 7, Table III",1
"Figures 2, 3, 4, 5, 6, S2, S3, S7, S10, Tables 2, 3, 4 and 5",1
"Table 3, Figures 1, 2, 3 and 6",1
"Figures 3B and 5B",1
"Figures 4a and 5a&b",1
"Figure 2 and and Supplementary Figures 2, 3, 4",1
"Figures 4, S4 and S5",1
"Table II, Figures 2, 3, 4, 5, and 6",1
"Figure 7, 8, Table S3 and PDB 4PJ8",1
"Figures 4, 7, 10 and Supplemental Figure 1",1
"Figures 7, 9 and 10.",1
"Figures 3B, 5B,  8B, and table II",1
"Figure 3, Data set 3D",1
"Figure 2, Tables 3 and 6",1
"Table II and figure 1",1
"Text p. 292, Supplemental Figure 1",1
"Figures 2, 3,  Supplementary Figures 2, 3, Table 1 and PDB 8ES8",1
"Figures 1-4, 10",1
"Figure  1, Tables 2, 3, and 4",1
"Figure 8J",1
"Supplemental Figures 1, 2",1
"Text page 1279",1
"Figure 0",1
"Results, page 9868",1
"Figures 1, 3, 4, 5, and 6, Tables 1, 2, 3, 4",1
"Figures 1, 2, 3, 5, S1, S2, and S3",1
"Figures 3, 5, Supplementary Figures 3, 4, 5, Supplementary Table S2, S4, S5 and PDB 3W0W",1
"Figure 3A, Table 2",1
"Figures 2F and S2K",1
"Figures 2 and 3, Table II",1
"Figure S4 and Table 1",1
"Figures 1, 2 and Tables 2, 3 and 4",1
"Figure 16",1
"Tables 1, 3 and Figures 3, 4, and 5",1
"Table 1 and Figures 1-2",1
"Figures 3, 4 and Supplemantary Figure 1",1
"Figures 1, 2, Tables 2 and 3",1
"Figure 6 and S6 Data",1
"Figure 2,3,4A,B and S1-S4",1
"Figures 1, 2, 3 and 4, Table 3",1
"Figures 1 and 4, Text p 5914",1
"Figures 1, 3, 4, 5, 7 and 8",1
"Figure 8 B",1
"Table 3 and Figures 4, 5",1
"Figures 2, 3, S2, S5, and S8",1
"Tables 3, 4, 5, Figure 1, S1, S2",1
"Tables 1, 2, 3 and 4; Figure 4",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUM",1
"Figures 1, 2, 8 and Table II",1
"Figures 1, 3. Extended Data Figure 1, Supplementary Figures 2, 3, and 5",1
"Tables 1 and 8",1
"Figures 1, 2, 3, 4, S1 and Table 2",1
"Figures 2, 3, S1 and S3 and Table 2",1
"Fig. 3, Fig. 5 A, Fig. 8 A",1
"Figures 3, 4, and S3",1
"Figures 1d, 5b and Supportin information figure 2",1
"Figures 1 , 3, 4, and 5",1
"Table 2 and text p. 163",1
"Figures 2, 4A, and 5A",1
"Table 1, Figure 2, Figure 3",1
"Figures 1, 2, 3, Supplementary Figures 1, 2, 3, 4 and Table 2",1
"Figures 3 and 4a",1
"Figures 6, 7, Table S1 and PDB 6CWE",1
"Figures 3B, 3D, S4B, S4D",1
"Figure 3, Table 1 and PDB 6RP9",1
"Figures 1, 2, 3, 5, 6, 7, 8, and 9",1
"Figures 1, 2, 3, 4, 5, 6, and 7, and Additional Table 1",1
"Figures 1, 2, and Supplementary Figures 1 and 3",1
"Figures 1, 2, 3, 4, S2, S3, and S4",1
"Figure 2A, Figures 2A, 2B, and 2C",1
"Supplemental Figure 14 and Supplemental Table 5",1
"Figures 1 and 2 and Supplemental Figure 1",1
"Figures 3, 4, and Supplementary Figure 6",1
"Figures 1, 2, and 9",1
"Tables 1 and SI and Figures 3, 4, and 11",1
"Figure 31",1
"Figure 5, Figure 3 and 4",1
"Figure 1.C.",1
"Figures 1, 2, 4, Supplementary Figure 1, Supplementary Table 1, and PDB 7RK7",1
"Figures 1, 3, and 5 and Supplementary Table III",1
"Table 1and 6",1
"Figure 1, 2, and Table 1",1
"Tabel S3",1
"Figure 4 and Supplementary Figures S6 and S7",1
"Table 1, Figures 5, S7 and PDB 3QFJ",1
"Figure 2C, Figure 8",1
"Figure 3, 5, and 6, Figure 2",1
"Figures 1, 3, 4, S2, S3, S4, and S5",1
"Figures 1, 2, 5, S1",1
"Figures 2, 3, and 4 and Supplementary Figure 3",1
"Figures 4B  and 5B",1
"Figure 29",1
"Figures 1, 4, 5 and Supplementary Figure 2",1
"Figures 6, 7, S3, S4, Table S1, S2 and PDB 3TVM",1
"Text page 5 and Table 5",1
"Text p 62-63, Table 4",1
"Table S3 and Figure S4",1
"Figure 2, 4, 5",1
"Figure 3, Tables I and II, Figure 2",1
"Figures 5, 6, and 7 and Table 3",1
"Figures 6, S3 and S6",1
"Figures 1, 2, 3, 6, 7, Extended Data Figures 2, 3",1
"Table 1, Figure 1, 2, Table 1, Figure 1, 2",1
"Figures 4, 6 and table 1",1
"Figure 2A, 3A,B",1
"Figures 1, 3, 4A and 5A",1
"Supporting Figure 5B",1
"Table 1 and Figures 1, 4, and 5 and Supplemental Material Table S2",1
"Figure 4, Supplementary Figures 1 and 2",1
"Figures S2, S10",1
"Figures 1,  3 and table 1",1
"Table 1 and Figures 2 and S22",1
"Figures 1, 3, 4, 5, 7, S1, S2, S3, S5, S7, S8 and S9",1
"Figures 3A and 5A",1
"Figures 1D, 2B",1
"Table 2, Figure 1A, Figure 1B",1
"Figure 2A and 2B (29E90)",1
"Figures 2,D, 2E 3B, 3C, 4 and Supplementary Figure 1",1
"Figure 2A, 2C, 4C, S2",1
"Figures 1, 3,  and 5",1
"Figures 1B, 2A and 3C",1
"Figure 1, Supplementary Figures 2, 3, and Supplementary Tables 2 and 3",1
"Figure 1F, 4B",1
"Supplementary Figure 1 and figure 5",1
"Figures 1, 2 and 5, Table 1",1
"Supplemental Figures 10, 12, 16 and Supplemental Table 5",1
"Figures 3a and 4",1
"Tables 4, 5, Figures 2 and 4",1
"Text page 957",1
"Table 2, Figures 2, 3, Figure 2, Table 1, Figure 1",1
"Figures 1, 2, 4, 5 and Tables I, II",1
"Tables I and II, Figures 2, 3, and 6",1
"Figures 1, 3, 4, Supplementary Table 1, Supplementary Figures 1 and 2",1
"Figures 1, 2, 3, S2, and S3 and Table S8",1
"Figure, Text page 705",1
"Figures 3, 4, S1, 5, 6, and 8, Table S1",1
"Figures 2, 3, S1, Table S1 and PDB 3RZC",1
"Figures 1B and 3A",1
"Table 2, Figures 3, 5",1
"Figures 3E, 4G, 5E, 6 and S1 Fig",1
"Figures 7 and 8, Tables 2 and 3",1
"Figure 8 and table 2",1
"Text, page 7399",1
"Tables 2, 4, 5 and 7",1
"Figure 1i, 2 and Table 4",1
"Figures 2, 4, 5, 6, 7, and 8",1
"Figures 1B, 2C",1
"Figure 3, text pp. 606 and 608",1
"Figures 4, 5, 6, 7.",1
"Figure 6 and Supplementary Figures 10, 12, 13",1
"Figure 1,5",1
"Text page 409",1
"Table 3, Figure 3 and Supplemental tables 12 and 15",1
"Figures 4 and 6A",1
"Figures 3, 4, 5, 6, 8 and table 2",1
"Figure 1 and Extended Data Figures 1, 2, 5, and 7",1
"Figures 1, 2, Tables 3, 4 and PDB 5EU6",1
"Figures 7C and S5",1
"Figure 1 and Tables V, IX and text p. 1141",1
"Figures 1, 4, S2, S3",1
"Figures 1, 2, 4, 6, and 7",1
"Table 2, text p. 608",1
"Table 2 and Figure 7",1
"Table 1 and Figures 1, 2, 3, 4, and 5 and Supplemental Figures S1 and S4",1
"Figures 5, 6, 7 and 8, Figures 1, 2 and 4",1
"Figures 2B, 3, 6",1
"Fig 8D",1
"Figures 2, 4 and Suppl Figure S2, Table IV",1
"Figures 1 and 2, Supp. Figures 8, 12 and 16, Supplementary Tables 2, 3, 5, 8 and 9",1
"Figures 2B, 2D and 4A",1
"Figures 1c, 2c and Table 2",1
"Supplemental Figures 1 and 2",1
"Table II and IV",1
"Figure 5, Supporting information figures 1 and 2",1
"Figures 3 and 4, Tables 1 and 2",1
"Table I and Figures 2, 4",1
"Figure 4 and Supplemental Figure S3",1
"Figure 2c and Table 3",1
"Figure 3 and Supplementary Figure 1A",1
"Figures 1, 3, Supplementary Figures 3, 5, 7 and 8",1
"Figures 1 and 4, Table 2",1
"Figure 2E,F",1
"Figures 1, 3, 4, p123",1
"Table V, Figure 1",1
"Figures 4, 6, Supplemental Information Figure 5",1
"Table 3 and Figures 2 and 4",1
"Figures 2, 3, 5, Tables 4 and 6",1
"Figure 4M",1
"Tables 3 and 4, Figure 2",1
"Figures 6, 7, 9, Supple Figure 1",1
"Suppl Figure 5",1
"Figure 4 and Supplemental Figure 10",1
"Figures 2, 3 and S6",1
"Figures 1, 3, Table 1",1
"Figure 6, Table IV",1
"Figures 1, 6D, Supplemental Figure 1 and Figure 7F",1
"Figures 1, 4, 5, 6 and Table 1",1
"Figures 1E, 2, 3, and S2",1
"Tables 1, 2, 3, Figures 2, 3, 5, 7 and PDB 5D2L",1
"Table 1 and figure 4A",1
"Figures 4 and Supplementary Table 2",1
"Table 1, Figure 2, Supplementary Figures 3, 4, 5, Supplementary Table 2 and PDB 4Y19",1
"Figure 4, supplementary figure 4",1
"Table VI, Tables IV, V VII and Figure 1.",1
"Figures 3, 5, 6, Table 1, Supplementary Figure 5 and PDB 5ISZ",1
"Table 1, S1, Figures 1, 2, 3 and PDB 3HE6",1
"Figures 3a, 6, S1 and S2",1
"Tables VI and VII, Figure 1",1
"Figures 3, 4, S3, S6, Tables S2 and S3, and PDB 7LLI",1
"Table 3, Figures 2, 3, S2, and S3, and PDB 7OW5",1
"Figure 7, Table S1 and PDB 2E7L",1
"Figures 2, 4, 6, 9, 10",1
"Figure 6N",1
"Table II and Figure 5a",1
"Figure 2 C, Table 1",1
"Figure 2B, Figure 3B",1
"Cited Reference and Results page 2760.",1
"Figures 3 and E4",1
"Figures 2, 3, 4, 6, 8, 9, S6, S7, S8",1
"Figure 1, 4A and Table III",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUE",1
"Text. p. 1500 and Table 2",1
"Figure 2, Extended Data Figure 1 and  Supplementary Figure 1 and 2",1
"Table I, figures 2, 3, and 7",1
"Figures 2, 3 and 4 and Supplementary Figure 1",1
"Figures 3, 4, 5, Supplementary Figure 5, Table 2, Supplementary Table 2 and PDB 6AVF",1
"Figures 1, 2, Figures 2, 3",1
"Figure 1, Table 1, 2",1
"Figure S3 and Table S9",1
"Text p. 18428",1
"Figures 6, 7, Table S1 and PDB 6CWB",1
"Figure 1C,1D",1
"Figure 1, S3 and S6",1
"Figures 6, S6 and S7",1
"Figure 1B, Table 2",1
"Figures 1, 2, 3 and 5 and Table I",1
"Figures 2, 10, Supplementary Figure 1",1
"Table 3, Figure S4, and PDB 7PB2",1
"Figure 2 and supplementary figures 2, 3, 4, and 8",1
"Figures 1, 3, S1 and S2",1
"Tables II, V and Figures 2, 4-5",1
"Figure 25",1
"Figures 1, S1, and S2",1
"Figures 2, 6, and 10",1
"Figure 7, S7 Data, and S11 Data",1
"Table S-5",1
"Supplementary Figures 2 and 8",1
"Figure 3 and supplementary Figure 4",1
"Figures 5 and 6 and Table 1",1
"Figure 3A, B.",1
"Figures 7, S5",1
"igure 5B",1
"Figures 1, 4, and S4",1
"Figures 6, 7, S4 and S5",1
"Figure 3, 5, Supplementary Figure 5",1
"Figure 5D,E, Table III",1
"Fig.3B, Fig.4C, Table2",1
"Figures 3, 4, and 6 and Tables 1, 2, and 4",1
"Figures 2, 3, 4, S2 and S3",1
"Figures 1, 2, 3, 4 and 7",1
"Figures 3, 4 and S5",1
"Table IV (group D)",1
"Figures 1, 7 and Table S3",1
"Figures 2B and 4A",1
"Figures 6 and 7, Table 1",1
"Figures 1,2, 4, 5, and 7",1
"Figures 4, 5, Supplementary Figures 8 and 10",1
"Figures 2 and 3b",1
"Figure 2, Table 2, Supplemental Figure 4",1
"Figures 1, 2, 3, 4, results page 1370",1
"Figure 2, Tables III, IV, and VI",1
"Figures 1, 4, 5, and 6 and Tables 2 and 5",1
"Table 1 and Figures 2 and S8",1
"Figure 1A and 1B, Figure 1C",1
"Supplementary tables 2, 3, 5, figures 1, 4, supplementary figure 4",1
"Figure 2C and Supplemental data A",1
"Figure 3, Supplemental Figures S2 and S3",1
"Figures 6 and 7, table II",1
"Figures 2 and 6, table 1",1
"Tables 1 and 2, Figures 1, 2, 5, and 6",1
"Figure 5d",1
"Figures 3A, B, and C",1
"Figures 2 to 5, Table 2",1
"Figure 2, 8 and Table 1",1
"Table 1, Figure. 4",1
"Figure 5 and supplemental Figure 1",1
"FIgure 2C",1
"Figures 3, 6 and Supplementary Figure 5",1
"Figures 1 and S9",1
"Figure 6, Table 2, Figures 2, 4",1
"Figure 4 and text page 529",1
"Figures 2, 6, 7, and S8",1
"Figures 1, 2, 5 and 6 and Table 1",1
"Figure 4, Supplementary Figure 4 and Table 3",1
"Tables S1, S2, Figures 5, 6, 7, S5 and PDB 3QUY",1
"Figures 2D, 3, 4, 7 and Table 2",1
"Tables 2, 3, 4 and Figures 1 and 2",1
"Figures 2, 3, 4, 5, 6, S3, S5, and S6",1
"Figure 3C, Table I",1
"Figures 2, 3, 5, Supplementary Figures 1B and 2",1
"Figures 5, s6",1
"Table I, Tables I, II, IV, V and IV",1
"Figures 3, 4, Supplementary Figure 5",1
"Figures 2, 3, 4 6, and 7",1
"Table and Figure 5",1
"Figure 3, tables 2 and 4",1
"Table 5, Additional File 2",1
"Figures 2, 3, S1, and S2",1
"Supplemetary Figure 5",1
"Figure 1, Tables, V, VI, IX and text p. 1141",1
"Figure 3 and text p. 2392",1
"Figures 1, 5, 9 and 10",1
"Figures 6, 7, 8 and S2",1
"Figures 2 and 3 and Supplemental Information Figure S2, S3, and S4 and Table S4",1
"Figure 1 and figure 3",1
"Table 2, Figure 6E, Figure 7, Table 8",1
"Figures 6 and 8,  Table 2",1
"Figures 2, S4 and S5",1
"Figures 1 and Table 2 and 5",1
"Figure 3, Supporting Figures 6, 8 and Table 1",1
"Table 2, figures 1, 2, and 3",1
"Figures 2, 3, Supplementary Figure S2",1
"Table 1 and Figures 2, 4, 5",1
"Figure S2C, S2E",1
"Figure 1A,D,E",1
"Figures 4 and 5 Table 2",1
"Tables 1, 2, and 3, Figures 1 and 3",1
"Figures 1, 2, 3, 4, S1, S2, and S3",1
"Figures 1 and 4, Tables I - III",1
"Figure 5, Tables 4 and 5",1
"Figure 9, Table S5",1
"Figure 2A, Tables 2 and 4A",1
"Figures 1B, 2B, 3B and 4A",1
"Table S1, Figure 5 and PDB 5D7J",1
"Result page 2042",1
"Figures 2, Extended Data Figure 3",1
"Table 1, figure 1 and 3",1
"Tables 1, 2, Figures 1, 2, 3 and PDB 3HG1",1
"Figures 6, 7, S10 and S11",1
"Figure S5 and Table S1",1
"Figures 4A, 5, 6A and Table 2",1
"Figures 1, 2, Tables 2, 3 and text p. 4494",1
"Text on page 6 and Figure 5",1
"Figures 1, 2, and S2",1
"Figures 1b, 2a, and 3a",1
"Figures 2, 7, 8, tables I and II",1
"Figure 1, S1 and 2",1
"Figures 1C, 1D, 1E and Table I",1
"Figure 4, Supplemental Table 4",1
"Figures 2, 3, Table 1, Supplementary Tables 1, 2, Supplementary Figure 2 and PDB 5BRZ",1
"Tables 4, 5 and 6",1
"Figures 1, 4A and Table II",1
"Figure 1-3 and 5",1
"Figures 1, 3, S3. S4",1
"Figure 3 and text page 4909",1
"Table 2 and Figures 3, 4, and 5 and Supplemental Figures S3 and S5",1
"Figures 2, 3, 5, and 7",1
"Table 1, Figure  4",1
"Figures 1, 2, 4, Table 1, S2, S3, S4, Data S1",1
"Figure 2a and 2b",1
"Table 1, Figures 2, 3 and S7",1
FigFigure,1
"Table 1, Figure 2 and Supplementary Figures 1 and 2",1
"Figures 5, 7, Suppplementary Figure 7, Supplementary Tables 5, 7 and PDB 5U1R",1
"Figures 1, 3a and 3c",1
"Figure 7, Table S2 and PDB 4PJA",1
"Figure 4 and Supporting Information 1",1
"Figure 2 and Table 1, Text P. 7745",1
"Figures 5, 6, 7, 8, and 10",1
"FIGURE 3A",1
"Figures 3, 6, 7 and 8",1
"Figures 2, 3 and Table 1.",1
"Figures S2, S3, S5 and 7",1
"Tables S1, S3, Figure 9, 10 and PDB 4QRR",1
"Figures 1, 3, and 4 and Supplementary Figure S5",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUC",1
"Table 1, Figures 2, 3, and 4",1
"Figures 1, 3, and 5, and Text page 969",1
"Figures 2C, S2 and S3",1
"Table 2, Figure 5.C",1
"Figures 4D and 4E",1
"FIGURE 4 B",1
"Tables 1 and 4, figure 1",1
"Figures 4, 6 and Supplementary Figure 8",1
"Figures 1C, 2, 3, 4, 7, 8, and 9",1
"Figures 5, 6, Extended Data Figures 5, 6, Supplementary Tables 2, 3 and PDB 6PUJ",1
"Extended Data Figure 3 and Extended Data Table 4",1
"Figures 2 and Supplementary Figures S1, S2",1
"Table 2 and supplemental figure 2",1
"Figure 4, Tables 2, 3 and 4",1
"Figures 2, 4, S3,Tables S1, S2 and PDB 4MNG",1
"Table 3, Table 4",1
"Figures 1A&B, 4, and 5C&D",1
"Figure 3, Tables S1, S4, S5 and PDB 6WL3",1
"Figures 3, 4, 5, 6, and 7 table II",1
"Figures 1, S1, 2 and 3",1
"Figure 3B and figure 5",1
"Figures 1, 4, and Supplementary Figures 1, 2, 3",1
"Table I, Figures 5, 6 and 7",1
"Figures 1, 2, 4, 5, S2, S3",1
"Figures 2, 5, Supplemental Figure 1",1
"Figures 1, 3, 4, S1, and S2",1
"Figures S15, S16",1
