as_location,occurrences
"Figures 6, S4, S5, S6, Table S7 and PDB 7M8L",1
"Figure 3, Table III and PDB 1HYS",1
"Figure 8, Supplementary Tables S4, S5 and PDB 6BA5",1
"Table 1, Figure 5, Supplementary Figures 2, 3, 5, 9, 10, Supplementary Table 3 and PDB 5XS7",1
"Figures 2, 3, and 4, Table 2",1
"Figures 3 and S1 Figures 3 and 4",1
"Figures 1, 2, Supplementary Figure 3, Supplementary Table 1 and PDB 4OM1",1
"Figure 7A and 8B.",1
"Figures 4 and 5 and Tables 4 and 5",1
"Figure 4 , Table 2",1
"Figure 1 and Supplementary Figure 3 and 6",1
"Figures 1, 2, 3,4, Table 1 and PDB 7DHA",1
"Figures 3, 4, Tables S1, S2 and PDB 6AXL",1
"Supplementary Table 3 and PDB 4KKL",1
"Figure 3, Supplementary Tables 1, 2, 3, 4 and PDB 6SF6",1
"Figures 4, S3, Table S4 and PDB 7Q9J",1
"Figure 2, Table 1 and PDB 6FV0",1
"Figure 6 and EV5",1
"Figure 4 and Appendix Table S4",1
"Figure 3, Supplementary Table 1 and PDB 2G2R",1
"Figures 3, S3, Table S6 and PDB 6UDK",1
"Figures 3-4, Table 1",1
"Figure 5, Tables 2, S1, and S2",1
"Figures 5A,B,E, 6 and S5",1
"Figures 5, S1, S2, S3, Tables 3, S2 and PDB 7ZCF",1
"Table 1, Figures 2, S1, S2 and PDB 5C8J",1
"Extended Data Figure 3, Exteneded Data Table 2 and PDB 6X3X",1
"Figure 5E,F",1
"Extended Data Figures 6, 7, 8, Supplementary Figure 1, Table 2 and PDB 6ZDG",1
"Figure 6, Supplementary Table 4 and PDB 7DF1",1
"Figures 3, S8, S9, Table 1 and PDB 7PAF",1
"Figures 2E and 3E",1
"Figures 1, 2, 3, 4, Table 1 and PDB 6JU0",1
"Figures 4 and 6C",1
"Figure 1A, 6D",1
"Text p. 2860",1
"Figure 1, Figure 1-figure supplement 5, Supplementary File 2 and PDB 7YZ9",1
"Figures 6, S10, Table S5 and PDB 7XKJ",1
"Figures 3, 4, 5, S2, Tables 2, S1, S2 and PDB 2P4A",1
"Figure 4, S2, Tables S2, S3, S4 and PDB 7BZ5",1
"Table 1, Figure 1 and PDB 4WEM",1
"Figure 1, Text",1
"Figure 1, Tables 1, 2, 3, 4, and 5",1
"Figure 2, Supplementary Figure S3, Supplementary Table S2 and PDB 8UCD",1
"Figures 1, 3, 4, S2 and S12",1
"Text Figures 1 and 2A Figures 5B and 7",1
"Table S2, Figure S1 and PDB 5F93",1
"Figures 1, 2, 3, 4 and Table 1 and PDB 1OAK",1
"Figure 1, Supplementary Figures 2 and 6",1
"Figure 3 and S7",1
"Tables 1 and 2, Figures 4-6",1
"Figure 9, Table 1",1
"Figures 3, 4, 5 and Tables 2, 4, 5, S2 and PDB 2YSS",1
"Table 1, 2, figure 1, 2, 3",1
"Figures 2, 3 and 4 Figures 3 and 4",1
"Figures 5, 6, and 7, Table 2",1
"Figures 1, 3, S2 and S12",1
"Figure 4, Supplementary Figures 9, 10, Supplementary Tables 1, 2 and PDB 7DK6",1
"Figures 5 and 6, Supplementary Figure 7, Supplementary Tables 3 and 5, and PDB 7FAH",1
"Table 1, Figure 3, and PDB 2VH5",1
"Tables 2, 3 and Figure S4",1
"Table 1 and Text P. 2519",1
"Figure 6, S9, Table S1 and PDB 7U0D",1
"Figures 3 and 6, Text page 9",1
"Figure 1, Tables 4 and 6",1
"Supplementary Figures S2 , S3, S4, and S5",1
"Figures 1, 2 and 4, Table2",1
"Figures 1, 4, 5, S2, and S3",1
"Figures 2, 3, S2, Table S2 and PDB 6WIZ",1
"Text p. 787",1
"Figure S7, Table S3 and PDB 6K6A",1
"Table II and PDB 4PGJ",1
"Figure 5, Supplementary Figure 3, 7, Supplementary Table 5, 6 and PDB 7YH7",1
"Tables VII and VIII",1
"Figures 5 and S4, Table S3, and PDB 7SFW",1
"Figure 6, Supplemental Figure S9, Table 1 and PDB 5BK2",1
"Figures 3A, 6C, S2, S3",1
"Figure 2, 3, S3 and Table 1",1
"Figure 4 and Supplemental  Figure S8",1
"Figures 5, 6A and Table III",1
"Figure 1c-d, Supplementary Figure 1e-f and Supplementary Table 1",1
"Figures 3, S2, S3, S4",1
"Text page 179",1
"Tables 1, 2, 3, S5 and Figures 2, 3, S3",1
"Table 2, Figures 3, 4, and 7",1
"Figure 3, Supplementary Tables S2, S4 and PDB 5GRU",1
"Figures 3, 4, 5, 6, 7, and 9",1
"Figures 4, 6, S5, S6, S7, Table S3 and PDB 8TP6",1
"Figures 1, S1, S2, S4, S5, S7, Tables S1, S2 and PDB 7FH0",1
"Figures 3, 4, S6, S8 and S9",1
"Figures S1 and 6",1
"Figure 2, Supporting Figure 7, Supporting Tables 2, 3,4, 5, 6 and PDB 1ZVY",1
"Text page 285",1
"Figures 2, 3, 4, 5 and PDB 1KNO",1
"Figure 4 and Supporting Information File 1",1
"Figure 1 and Supplementary Figures S1, S3 and S4",1
"Tables 1, 3 and Figures 1-3",1
"Figure 1, Table S5 and PDB 3BE1",1
"Figure 3, Table 1 and Supplementary Figure 3 and Supplementary Table 1",1
"Table 1, Figures 1, 2, 3 and PDB 4Q0X",1
"Tables 1, 2, Figure 6 and PDB 4NIK",1
"Figures 2, 3 and Supplementary Figures 1 and 5",1
"Tables 3, 4, Supplementary Tables 1, 2 and 3",1
"Figures 1,2  Tables 1, 2",1
"Figure 1 C",1
"Figure 2, 3-6",1
"Figure 1, Text page 382",1
"Figure 5 and text page 3724",1
"Figures 2, 5, 6, and 8 and Table 3",1
"Table 1, Figure 3, Supplementary Figures 3, 4 and PDB 4WGW",1
"Methods and PDB 4RRP",1
"Figures 2, 3, 3, 4, 5, 6",1
"Figures 5, 7 and S7",1
"Figure 2, Extended Data Figure 4, Table S3 and PDB 7RAL",1
"Figure 2, 3, 4, 5 and table 1",1
"Data not shown, text page 2562.",1
"Results and discussion page 263",1
"Supplementary Figure 6, Figure 4",1
"Figures 3, 5 and Table I",1
"Figures 1, 2, 4, Supplementary Figures S1, S2, S4 and PDB 5FOJ",1
"Figure S4, Table S2 and PDB 7BU7",1
"Figures 9, 10, and 11",1
"Figures 3, S10, Tables 1, S2 and PDB 5VOB",1
"Figure 4, Extended Data Figures 4, 5, Table 1 and PDB 6ZER",1
"Figures 2 and S2, Tables S1 and S2, and PDB 7RXI",1
"Figures 2, 3, and S5",1
"Tables 1, 2 and 3, figure 4",1
"Figures 1B, 5A",1
"Figures 2, 3, and 5, Table II",1
"Figure 4, Supplementary Figure 4, Supplementary Tables 3, 4 and PDB 6B5O",1
"Tables 1, 2, Figures 1, 2, 3, 5 and PDB 3JCX",1
"Text p. 47",1
"Figures 2, 3, 6, S1, S2, S7 and S9 and Tables S2 and S4 and PDB 7D3K",1
"Table 1, Figure 3, S1 and PDB 4HIH",1
"Figures 6, 7, S4, S5, Supplemental Tables 3, 4, 5, 6 and PDB 6WZL",1
"Table 2, Figures, 1, 2, 4, 7 and 1U8M",1
"Figures 6, 7 and Tables S1D, S1E, S1F",1
"Figures 2, 5, Table 2 and 3",1
"Figures 3, S7, Table S3, S4, and PDB 6Q1Z",1
"Figures 1, 5  and Supplemental Table 2",1
"Figure 6, Supplementary Figure 5, Supplementary Table 1, and PDB 8K3C",1
"Figures 4, 5, S3, and 8",1
"Table 1, Figure 2 and Supplementary Figure S2",1
"Figures 3, 4, S3, Table S2, Data S1 and PDB 7UZ7",1
"Tables 1, 2 and Figure S5",1
"Table S3, Figures 2, 3, S3 and PDB 4XCN",1
"Text, pages 100-101",1
"Table S4 and PDB 6ADA",1
"Figures 1, 2, 4, 5,S2, S3, S4, Tables S1, S3, S4, S5 and PDB 6X1U",1
"Figures 3, 4  and Supplementary Figure  3",1
"Tables S10 and S11",1
"Figures 3, 4, Supplementary Figure 1, Table 1 and PDB 8GZZ",1
"Table 1 and PDB 3NIG",1
"Text page D and Supporting Information",1
"Figures 2, 3, and 4 and Table 2",1
"Text page 54",1
"Tables 1, 2, 3, S5, S6, Figures 2, 3, 4 and PDB 6NFN",1
"Table 1, Supplementary Figure 2, Supplementary Table 1 and PDB 3W11",1
"Table 1, Supplementary Figures 2 and 3",1
"Figures 3, 4, 5, S1 and Table S1",1
"Figures 2 to 6, Tables 1 and 3",1
"Figures 2, 3, S4, S6 and Table S5",1
"Figure 3D, Table II",1
"Page 160",1
"Figure 1, Supplementary Figure 3 and Supplementary Tables 5 and 9",1
"Figure 2, Tables S1, S2 and PDB 7CAH",1
"Figure 5E, 5F",1
"Figures 2, S4, S5, Tables S1, S2 and PDB 6WER",1
"Figure S9 and S12",1
"Tables 1, 2 and 5",1
"Figures 6, S8, S9, S10, S11 and Table S2",1
"Figures 2, 3, 4, S2, S3, S4, S5, S6, S7, S8, Table S3 and PDB 2QAD",1
"Figures 3, 4, Supplementary Figure 4, Supplementary Table 2 and PDB 4GLR",1
"Figures 4, 6, Supplementary Figures 6, 7, 8, Supplementary Tables 2, 3, 5, 6 and PDB 7EBR",1
"Figure 1, Supplementary Figures 4, 5, 6, Supplementary Table 1 and PDB 5NBD",1
"Figures 3, S4, S5 and S6",1
"Tables 2, 4 and figure 2",1
"Figure 2, Suppl Figure S2B",1
"Figures 2, S2, Table S2 and PDB 7RU4",1
"Figure 3, 4, 5, Table 1 and PDB 1FPT",1
"Tables III, IV, V and figures 7, 8, 9",1
"Figures S3, S4, Table S1 and PDB 8XSJ",1
"Figures 2, S12, S13 and Table S3",1
"Figure 2, Figure 2, Figure 4",1
"Figures 6 and S3, Table 1, and PDB 6LGW",1
"Figures 1 and 2, Tables 1, 2, and 3",1
"Table 1, Supplementary Figures 1, 3 and Supplementary Table 1",1
"Tables 1, 4 and Figures 1, 2 and 5",1
"Table 1, Figures 5, 6 and PDB 6H6Z",1
"Figures 6-7 and Table 2",1
"Text page 519",1
"Figure 1, Tables S1, S2 and PDB 6A77",1
"Table 3 and Figures 2, S4",1
"Table S3, Figures 2, 3, S4 and PDB 4XBG",1
"Figures 1A, B",1
"Table 3B, C, D",1
"Figures 3, 6 and Table 1",1
"Figure 1, Extended Data Figures 1, 2, 8, Extended Data Table 1 and PDB 3WXW",1
"Figures 1, S2, S3, S5, S7, Table S1 and PDB 7WJY",1
"Figures 5, S1, S2, Supplementary Table 2 and PDB 8ZHI",1
"Table 2 and PDB 5EBW",1
"Figures 3, 4 and Table 8",1
"Figures 2, 4, Table 1 and PDB 1NCC",1
"Figures 4 and S16",1
"Figure 5, Extended Data Figures 5, 6, 8, Supplementary Fig 2, Supplementary Data Table 1 and PDB 7QTI",1
"Figure 4, Supplementary Tables 2 and 4, and PDB 7PHU",1
"Figure 2, Supplementary Table 6, PDB 6II9",1
"Figure 3 and text page 213",1
"Figure 3, Supporting Figures 10, 11, 13, Supporting Table 2 and PDB 2R0L",1
"Table 4, Figure 4, Table 5",1
"Figure 2,3, SI-1",1
"Figure 2C, Supplemental Table 1 and PDB 3KR3",1
"Table 1, Text p 3055",1
"Figures 4, 5 and PDB 8PII",1
"Figures 5, S3, S4, S6, Tables S1, S4 and PDB 5A2L",1
"Figure 8 and PDB 5VF2",1
"Figures 2, 3, Supplementary Figure 7, Supplementary Table 1 and PDB 5TH9",1
"Figure 1, 2, Tables 1, 2",1
"Figure 4B, 4D",1
"Figure 1g and h",1
"Tables 2 and 3 and Figure 8",1
"Figure 5, Supplementary Figures S8, S9, Supplementary Table S7 and PDB 5KZC",1
"Figures 4, 5 and Supplementary Figures 7, 10, 11, Tables 8, 9, 10, 11, 12, 13, 14 and PDB 4G6F",1
"Figures 2, 5, S4 and Table S2",1
"Figures 2, 3, Supplementary Figures 3, 6, Supplementary Tables 2, 3, 4, 5 and PDB 7CHO",1
"Text page 194",1
"Figures 2, 3, 4, 6, 7, Supplementary Figure 1",1
"Figures 1-5 and Table 1",1
"Figures 2, 3, 4, and Extended Data Figures 14 and 15",1
"Figures 2, S2 and Table S2",1
"Tables S4, S5, S6, Figures S7, S8, S9, S10, S11, S12 and PDB 4 JPK",1
"Figure 2, Figure 2 supplements 5-9, Supplementary file 3 and PDB 6BF7",1
"Figures 5 and 6, supplementary Figure 7",1
"Supplementary Table S2, Supplementary Figures S3, S4 and PDB 3TT1",1
"Text p. 804",1
"Figure 3, S5, Supplementary Table S2 and PDB 4QY8",1
"Figures 1, 2, 3, 4, 8, S7, S8, S9",1
"Figures 2, 3, Supplementary Figures 1, 2, Supplementary Tables 1, 2, 3, 4, PDB 4DAG",1
"Table S3 and Figures 1 and S3",1
"Table 2, S3 and Figure 2",1
"Tables 1, S1 and Figures 1 and 2",1
"Figures 1 and 4 and Results page 2",1
"Table 2, Figures 2, 3, 4, 5 and 8",1
"Text p. 236",1
"Figures 5, S5, Table S5 and PDB 6N5E",1
"Figure 7, Figure 8",1
"Figure 4, S2, Table S2 and PDB 7ORB",1
"Figures 3, 4, 5, 6, Supplementary Figure S1",1
"Figure 2, Supplementary Tables 2, 4 and PDB 8WSN",1
"Tables 1, 2, 3, 4, Figures 2, 3, 4 and PDB 4UAO",1
"Figure 3, Supplementary Table 4",1
"Table 1, Figures 9, 10 and PDB 5O4E",1
"Figures 2, 3, S10, S12",1
"Figures S9, S14, Table S1 and PDB 6X9S",1
"Figure 3A, S2, 6C",1
"Figures 1 and S2b",1
"Figures 3, 4, 5, 6, 7, 8",1
"Figure 1,  Text p 431",1
"Figures 2b and 5b",1
"Figure 2 and Supplementary Figures 2, 3, 4 and 7",1
"Figures 1, 4 and S4",1
"Figure 6, Extended Data Figures 8, 9, Supplementary Table 7 and PDB 6QD7",1
"Figures 1, 2B",1
"Figure 5, Table 1 and PDB 4X7F",1
"Figures 2, 3, 4, S8, S15, S18, S21 and Table S4",1
"Figures 1, 3, 4, S1, S3, S6, Table S4 and PDB 6VJA",1
"Figure 1 and Figure 1—figure supplement 1 and PDB 6HD8",1
"Table 1, Figures 3, 4 and PDB 1LO3",1
"Figures 4, 5 and S3",1
"Table 2, Figures 1, 2, 5, 7 and 2PW2",1
"Table 1, Supplemental Figure 1",1
"Figures 2, 3, Table 2 and PDB 7OAU",1
"Table 1, Figures 1 and 3.",1
"Figure 3C and 4",1
"Table S7 and Figure S5",1
"Table S2, S3, Figures 3, 4, S2, S4, S9 and PDB 3SDY",1
"Table 1, Figure 7A",1
"Figures 3, 5, S7, Tables 1, S2 and PDB 7MJH",1
"Figures 1, 2, S4, S5, Tables 1, S1 and PDB 8TFH",1
"Figure 1, Supplemental Figure 4, Supplemental Table 1 and PDB 8DLY",1
"Figure 3, 4, 5, Table 1",1
"Figure 4, Table S2, PDB 6N81",1
"Figures S4 and S6",1
"Figures 3, 5, 7, 8, S4, S6, S7",1
"Figures 2, 4, 5 and table 2",1
"Table 2, Figures 1, 2, 3, Supplementary Figures 2, 3, 4, 5, Supplementary Tables 2, 3 and PDB 4O58",1
"Table 2 and Figures 7 and 11",1
"Figure 7,Figure 5D",1
"Figure S2, Table S2, and PDB 7A3T",1
"Tables 1, 2, 4, 5, Figures 1, 2, 3, 6, 8 and PDB 6BT3",1
"Figures 1, 2, S1, S2, S3, and Table S1 and PDB: 7K9I",1
"Figure 3, Table S2 and PDB 8CYB",1
"Table II, Figure 2 and PDB 2VC2",1
"Figure 2 Figure 3 D",1
"Figure 2, Table 1 and PDB 5J1T",1
"Text p 174, Fig 5",1
"Figures 1, 2, 3, 4, Supplementary Figures 1, 5",1
"Figures 1 and 3, Tables S1 and S2, and PDB 7M1H",1
"Figure 2, Supplementary Figure 6, Supplementary Table 1 and PDB 7NK1",1
"Figures 2 and 3A",1
"Figures 3, 4, Supplemental Figure 3",1
"Figures 6, S5, S6,Table S3 and PDB 7X42",1
"Figure 1, Figure 1, Figure 3 and Table 1",1
"Figures 3, 4, Supplementary Figure S4 and Table II",1
"Figure1, Table 1",1
"Table 1, Table 1 and figure 2",1
"Table 4, 5 and Figure 2",1
"Figures 2, 3, 4, Table 1 and PDB 1MHP",1
"Figures S3, S5 and S6",1
"Supplementary Tables 1, 2 and PDB 2NY1",1
"Figure 1, 2, 4 S11, S12 and S14",1
"Figure 7, Tables S2 and S7 and text page 3",1
"Table I, Figs 2, 4",1
"Figure 4, Table 1, Supplementary Figures 1, 6, 7, Supplementary Table 1b and PDB 3GO1",1
"Tables 1, 2, 3, Figures 4, 5, 7 and PDB 2J5L",1
"Figure 1-figure supplement 1, Figure 2 and figure supplements, Table 1 and PDB 7KTX",1
"Tables 2, 3, Figures 1, 2 and PDB 1EJO",1
"Tables 1, 2, 3, Figures 3, 4 and PDB 2I9L",1
"Figures 2, 3, 5 and Supplemental Figure 1",1
"Figures 1, 6, 8 and Supplementary Figure 2 Figure 1",1
"Supplementary Table S7",1
"Figures 4, 5, S2 and 8",1
"Tables 1 and 2, Text page 379",1
"Figures 3 and 5, Figure 5",1
"Tables 2, 4, Figure 8",1
"Figures 4, 5, 6, Table 1 and PDB 4RFN",1
"Tables III and V, Table III",1
"Table  I,  figures 4 and 7",1
"Figures 2, 3, 4, 5, Table 1, Supporting Figures S2, S5, Supporting Table S1 and PDB 7O52",1
"Figures 2, 3, 4, S1, S2, S3, S4, S5, S6 and Tables 1, S1",1
"Figure 2, Tables 1, 2 and PDB 6AOD",1
"Figures 4, S7, S12, S13, Table, S2, S3, S5 and PDB 7YVK",1
"Figure 2, Tables 1, 2 and PDB 6ZVF",1
"Extended Data Figure 2 and Figure 6",1
"Figures 1, 2, Tables 1, 2, and PDB 3G6D",1
"Table 3 and Figures 7, S1",1
"Figures 2, 3, S3 and S5",1
"Figure 1, Table S1 and PDB 6NFV",1
"Tables 1 and 2, text, page 10.",1
"Figure S1 and text page 725",1
"Table 2 and PDB 6W0H",1
"Table 1, S1, S3, S5, S6, S7, S8, Figures 1, 2, 3, 6, S1, S1, S2, S3 and PDB 4NRX",1
"Table S3, S5",1
"Figure 1, EV1 and Dataset EV1",1
"Figure 4,",1
"Figures 2, 3b and Table 2",1
"Figure 4 and Supplementary data 1",1
"Figures 2, S3, S4, Tables 1, S3 and PDB 6JHS",1
"Figure S5, Table S10 and PDB 7KMI",1
"Figures 1, 2, 4, and 5 and Table 2",1
"Figures 4, S3, S10, Tables S2, S3 and PDB 6NFC",1
"Table 1, Figures 1, 5, Supplemental Table and PDB 3JBD",1
"Figures 4, S2, Table 1 and PDB 5K33",1
"Extended Data Figure 3, Exteneded Data Table 1 and PDB 6X3V",1
"FIgure 1 FIgure 2",1
"Tables 2, S1, S2, S3, S4, Figures 4, S4, S5 and PDB 5YY4",1
"Figure 5, Supplementary Figure S8, Supplementary Tables S2, S3 and PDB 6WTY",1
"Table I and Figures 2 and 3",1
"Figures 2, 4, and 7 and Table I",1
"Figure 3, Table S1, PDB 6IKM",1
"Figure 2, Supplementary Table 2 and PDB 6WAR",1
"Tables 1, S1, S2, Figures 1, 2, 3, S1, S2 and PDB 3H3B",1
"Table S3A and PDB 7ZFA",1
"Table 1, Supplementary Table 1, Figures 3, 4, Supplementary Figures 2, 4 and PDB 4QNP",1
"Figures 4 and 5, Tables S4 and S5, and PDB 7RFC",1
"Figures 5 and text page 136",1
"Figure 9, Supplementary Table S5 and PDB 5XHV",1
"Figure S5 and 6",1
"Figures 3 and 5, Table 4",1
"Figures 3, S3, S4, Tables S1, S3 and PDB 7LQW",1
"Table 2 and Figure 1, 3, 4",1
"Figure 5, Supplementary Figure S8, Supplementary Tables S2, S3 and PDB 6WN1",1
"Text page 1159 and Table 3",1
"Figures 1, 2, 5, and S6",1
"Figures 4B and 5B",1
"Figures 3, 6, S4, S6, Table S5 and PDB 7BEN",1
"Figures 2, 3 and Supplementary Figure S1",1
"Figure 5, Supplementary Figures 7 and 9, Supplementary Tables 2, 5, and 6, and PDB 7Y7M",1
"Text p. 151",1
"Table S2, Figure S1 and PDB 5F8R",1
"Figure 1, Extended Data Table 1, Extended Data Figure 9, Supplementary Table 4 and PDB 4TVP",1
"Table 1, Figure 4 and PDB 3FO2",1
"Figure 2A,B, and 4",1
"Figures 1, 3 and Supplementary Figure 7",1
"Figures 2, 3, 4, 5, 6, 7, Tables 1, 4, 5, 6, 7 and PDB 1ETZ",1
"Tables 1, 2, and Figures 2, 3 and 4",1
"Figures 7, S5, Tables S1, S2, and S3, and PDB 8I3S",1
"Table S4 and PDB 4XNZ",1
"Table 2 and Text P. 2032",1
"Figure 5, Table S1 and PDB 6SC8",1
"Table 1 and page 724",1
"Table V, Figure 2",1
"Figures 2B, C and S3B",1
"Figures 2, 4 and Table 6",1
"Figures 1, 4, 5, Supplementary Figure 5 and Table 1",1
"Figures 1, 3, Table S1 and PDB 6XQ0",1
"Table 2, Figure 7 and PDB 5DTF",1
"Figure 5, Extended Data Figure 6, Supplementary Figure 10 and Supplementary Table 7 and PDB 7JWB",1
"Figures 1A and 2A",1
"Figures 3, 4, 6, Tables 1, S2 and PDB 6OCA",1
"Tables 1, 2, 3 and 4, Figures 4, 6 and 7",1
"Figures 2, 3, 5, and S6",1
"Figure 1, Tables 1, 2, S1 and PDB 4L5F",1
"Figures 1, S1, S5, and S7, and Tables S2 and S3",1
"Supplementary Table 3 and PDB 4KK8",1
"Figures 1, 2, 4, 6, Tables 1, 3",1
"Results page 1271, Figure 2 and Table III",1
"Figures 4, 5, 6, S10, Table S7 and PDB 6FZQ",1
"Tables 1, 2, Figure 1 and PDB 1CIC",1
"Tables II and III, Figures 3, 4, 5 and 6, PDB 1DL7",1
"Figure 1, 4, S4 and Table S2",1
"Figures 1 and 3 and Supplementary Table 4",1
"Tables II and III, Figure 4",1
"Figures 1, 2, and 4 and Tables 1 and S2",1
"Figures S3, S6, Table S2 and PDB 7KBB",1
"Figures 5, S2, S3",1
"Figures 3, SF5, SF6, SF7, SF8, SF9, SF10",1
"Table 1, Figures 2, 4 and PDB 1I9R",1
"Table 1, Figure 4, Supplementary Figures 8, 10, 14, 15 and PDB 5D1Z",1
"Table 1, Figures 2, 3, 4, 5 and PDB 3OKN",1
"Figure 4 Text p 3162",1
"Text page 155",1
"Figure 5, Supplemental Figure 4 and PDB 6GG0",1
"Figures 1, 4, S4, S8, S10, S11, Table 2 and Tables S1, S4, S5 and S6",1
"Figures 2, 4, S4, S7, Table S1 and PDB 4KSD",1
"Figures 5-6 and Table 1",1
"Figure 7, Table S6, Figure S7 and PDB 5O7P",1
"Figures 4, S9, S10, Tables S1, S2 and PDB 6CUE",1
"Figures 7c and 8d",1
"Figures 4, 5, S3, S4, S5, Table S3 and PDB 7M71",1
"Tables 1  and 3",1
"Figure 2, 6, 7 and Supplementary Figures 1, 3, 11 and 16",1
"Figures 4, 5, 6, 7, Supplemental Figures 5, 6",1
"Figures 1, 2, 4, Tables 1, S1 and PDB 2Q8B",1
"Figures 2, 3, 4, 5, 6, Tables 1, 2, 3 and PDB 1EHL",1
"Figure 1 and results page 213",1
"Figures 3, 4 and Extended Data Figures 4, 6",1
"Figure 4, Supplementary Figures 4, 5, 7, Supplementary Tables 1, 2, 3, 5 and PDB 7X6O",1
"Figures 4 and S12",1
"Table 1 and Figures 1 and S2",1
"Table 1 and 7",1
"Supplementary Figure 3, Supplementary Table 1 and PDB 4OLX",1
"Figure 2, Table 1 and PDB 5ICY",1
"Figure 3, Table S2, and PDB 7O9S",1
"Figures 5, 7, 8, and 11",1
"Table I, Figures 1, 3, 4",1
"Text page 2813",1
"Figure 1, Table 1 and PDB 6VEQ",1
"Figures 3, 4, 5, 7, and 8 and Table 3",1
"Figures 5, S4, Table S1 and PDB 7DZX",1
"Figures 2, and 3, Table 2",1
"Figures 2 and S3, Table S2, and PDB 7S7I",1
"Figures 3 and S3 and Table 1",1
"Table 1, Figures 1, 2 and PDB 4N8C",1
"Figures 1, 5 and Table 3",1
"Figure 2, Extended Data Figures 1, 3 and Supplementary Table 1",1
"Supplementary Table 1 and text page 78",1
"Figures 3, S3, S4, Table S3 and PDB 7S13",1
"Text p. 2965",1
"Figures 1, 3, 4, 5, Table 2",1
"Table II, Supporting Information Figure 1 and PDB 5E2V",1
"Figures 1, S1, S2, S4, S6 and PDB 5THR",1
"Figures 2, 5, 6, S1, S2, S3, S7, and S9 and Tables S2 and S7 and PDB 7D3R",1
"Table 1 and Figure 9",1
"Figures 2, S7, S8, S9, Table S5 and PDB 7Y7J",1
"Figures S2, S4",1
"Tables 2 and 3, Figures 1 and 2",1
"Table 3, Figures 3B and 4B",1
"Table 1, Figures 1, 2, 4 and 5B",1
"Page 225",1
"Figures 6, S6, Table S2, and PDB 6SNE",1
"Figure 4, Tables S1, S2 and PDB 5CEZ",1
"Figures 3, 4, Tables 1, S1 and PDB 5VAG",1
"Figures 3, S2 , S4, S13 and Table S1",1
"Table I and FIgure 3",1
"Table 1, Figure 1 and PDB 1YQV",1
"Figures 1, 7, Supplementary Figures 1, 2 and Supplementary Table 2",1
"Figures 1, 2, Tables II, III and PDB 4C83",1
"Figures 1, 3, 4, S5, Tables S2 and S3, and PDB 7LRS",1
"Text p. 6, Figures 1, 3, 7, Tables 3, S1 and S2",1
"Figures 2, 3, S2, Tables S16, S17, S18, S19 and PDB 5U3K",1
"Figures 3, 4, Table S2 and PDB 7UL0",1
"Figure 5(i)c",1
"Supplementary Figures 6 and 7",1
"Figures 3b, 4b 5 and Table 1",1
"Figures 2, S5, S7, Tables S2, S3 and PDB 7UPL",1
"Figures 2, 3, Supplementary Figures 3, 4, 5, 6, 7, Table 1 and PDB 7MW2",1
"Figure 2 and Table 1 Figure S2",1
"Figure 3, 4, Tables S1, S2, S3, S4 and PDB 5KVD",1
"Supplementary Figures 1, 2, and 6, and Supplementary Table 2",1
"Figures 1, 2, 3, S8, S9 and Table 2",1
"Figures 1, 2, Suppl Figure 3",1
"Figure S4 A, Table S1",1
"Figures 4, 5, S4, Table S2 and PDB 5W9K",1
"Figures 1, 2, Supplementary Figures 2, 4, Supplementary Table 1 and PDB 7A5R",1
"Figure 3, Extended Data Table 1 and PDB 4MQS",1
"Figure 3 Figure 1 Figures 2, 4, 8 Figure 6 Figure 5",1
"Figure 1, Table S3 and PDB 6WHC",1
"Table III, Figures 3 and 4",1
"Supplementary Figure 3,Figure 3",1
"Figures 1, 2, Supplementary Figure 4, Table 2 and PDB 6WF1",1
"Figures 1, 6 and Tables S2 and S7",1
"Figures 4, S2, S6, Table S2 and PDB 6UI1",1
"Figure 5, S1, Table S1 and PDB 8UT8",1
"Figure 2, Supplementary Table 1 and PDB 4LDL",1
"Figures 2, 3, Supplementary Figure 3",1
"Table 2, Figures 10, 12, 14 and S2",1
"Figures 1, 2, and 4 and Tables 2 and 3 and Supplementary Figure S1",1
"Table 1 and PDB 1R3L",1
"Tables 1, 2, 3, Figures 1, 3",1
"Figure 3, Table S8 and PDB 5W6D",1
"Figures 2, S1, S2, Tables S1, S4, S5 and PDB 7K7Y",1
"Figure S5 and 7",1
"Figures 1, 2, 3, 4, Table S1 and PDB 7C94",1
"Figures 2, Supplementary Figure 9, Supplementary Table 1 and PDB 6SVL",1
"Figures S3, S4, Table S1 and PDB 8XSF",1
"Figures 4, 5, Tables 3, 4 and PDB 3GGW",1
"Table 1, Figure 6 and PDB 3STZ",1
"Figure 4, Supplementary Table 3, Supplementary  Figure 7, and PDB 5W1M",1
"Tables 1, 3 and 5, Figure 2",1
"Figures 5, 6, S10, S11, S12, Table 1 and PDB 7FCQ",1
"Figures 5, S3, Table S5 and PDB 7S0D",1
"Figures 8 and 10",1
"Figures 2, 6, Table 1, Supplementary Table 2 and PDB 6ID4",1
"Figure 3, Figure 3- figure supplement 1 and 2, Table 1, Supplementary File 2 and PDB 6X8Q",1
"Tables 1, 2, Figures 1, 2, 3 and PDB 1G7I",1
"Figure 2 and Supplementary figure 2",1
"Table 1 and Figures 1, and 2",1
"Figures 2, 3 and PDB 3JAB",1
"Figure 3, Table S1, and PDB 7QVK",1
