as_location,occurrences
"Figures S5, S6, S7, S8, S9, S10, Supplementary Table II, and PDB 5TJE",1
"Table 2 and Table 3",1
"Table III, Figure 3 and PDB 4QRQ",1
"Table III and PDB 4QRP",1
"Tables 2, 4, Figure 5 and PDB 4PG2",1
"Figures 1, 2, Table I and PDB 6ILC",1
"Figure 6, Table I and PDB 6ILE",1
"Figure 1, Table I and PDB 6ILF",1
"Figure 5, Table I and PDB 6ILG",1
"Table 1 and Supplementary Table S1",1
"Figure 4, Extended Data Figures 7 and 9, and PDB 7N2P",1
"Figure 1 and Supplementary Figure 1",1
"Figure 4, Supplementary Table S1 and S3",1
"Figures 3 and 4, Figure 5",1
"Figures 7, 8 and 9",1
"Figure 7, Table 1 and PDB 6U3O",1
"Figure 6, Table 1 and PDB 6U3N",1
"Figure 6, Table 1 and PDB 6U3M",1
"Figure 5, Supplementary Figure 7, Table 1 and PDB 8ESA",1
"Figure 5, Supplementary Figure 8, Table 1 and PDB 8ESB",1
"Table 1, Supplemental Table 1, Supplemental Table 1",1
"Figures 2B, 3B, and 4",1
"Table 3, Figure 3",1
"Figure 6a and Table 2",1
"Figure 6b and Table 3",1
"Figure 6c and Table 3",1
"Table 1, Figures 1, 2, 3, S1 and PDB 3HPJ",1
"Table 1, Figures 1, 2, 3, S1 and PDB 3MYJ",1
"Figure 5, Table 5, Supplementary figure 4, and PDB 7UC5",1
"Figure 5, Table 5, Supplementary figure 4, and PDB 7MLE",1
"Figures 1, 2, 4, Table 1 and PDB 5ENW",1
"Figures 1, 2, 4, Table 1 and PDB 5F7D",1
"Figures 1, 2, 4, Table 1 and PDB 5FA3",1
"Figures 1, 2, 4, Table 1 and PDB 5EOT",1
"Figures 1, 2, 4, Table 1 and PDB 5F9J",1
"Figures 1, 4, Table 1 and PDB 5FDW",1
"Figures 1, 2, 4, Table 1 and PDB 5FA4",1
"Table 1, Figure 2 and PDB 5JZI",1
"Figure 1D and Table 2",1
"Tables 1 and 2 and Supplementary Figure 1",1
"Tables I, II, Figures 1, 2, 3, S1, S2, S3 and PDB 3CDG",1
"Table 4, Figures 1 and 3",1
"Table 4, Figures 1 and 2",1
"Figures 1, 2, 3, Table 3 and PDB 6KYU",1
"Tables 1, 2, Figures 1, 2, 3 and PDB 1JWS",1
"Tables 1, 2, Figures 1, 2, 3 and PDB 1JWU",1
"Tables 1, 2, Figures 1, 2, 3 and PDB 1JWM",1
"Figures 3, 4, Table 2 and PDB 6KWO",1
"Figures 3, 4, Table 2 and PDB 6KWN",1
"Figures 4, 6, Table 2 and PDB 6KWK",1
"Figures 4, 6, Table 2 and PDB 6KWL",1
"Figure. 2",1
"Figure 1D, 1E, 2C and Supplementary Figure 1C",1
"Figure 1D, 1E, 2D and Supplementary Figure 1C",1
"Figure 1C, 2B, 2E and Supplementary Figure 1C",1
"Figures 1, 2, 4, Tables 1, 2 and PDB 1R5I",1
"Table 1, Figures 1, 2, 3 and PDB 1LO5",1
"Tables 3 and 9",1
"Table 2, Figure 4 and PDB 6BIR",1
"Table 2, Figure 4 and PDB 6BIX",1
"Table 2, Figure 4 and PDB 6BIZ",1
"Table 2, Figure 4 and PDB 6BIN",1
"Figures 5, 7, Suppplementary Figure 7, Supplementary Tables 5, 7 and PDB 5U1R",1
"Figures 5, 6, Supplementary Figure 7, Supplementary Table 5 and PDB 5U2V",1
"Figures 1, 3, S1, Tables 1, 2, 3 and PDB 7DC6",1
"Table S1 and PDB 6SS9",1
"Table S1 and PDB 6SS7",1
"Table S1 and PDB 6SSA",1
"Table S1 and PDB 6SS8",1
"Figures 1, 3, Table 1, S1",1
"Figures 4, S1, S2, S3 and Table 1",1
"Figures 7, 8, Supplementary Table S3 and PDB 6O53",1
"Figure 2, Table 2 and PDB 5WJN",1
"Figures 3, 4, Table 2 and PDB 5WKH",1
"Figure 2, Table 2 and PDB 5WJL",1
"Figures 3, 4, Table 2 and PDB 5WKF",1
"Figure 2 and PDB 3FT2",1
"Figure 2 and PDB 3FT3",1
"Figure 2 and PDB 3FT4",1
"Supplementary Table 1 and PDB 5BRZ",1
"Supplementary Table 1 and PDB 5BS0",1
"Figures 2, 3, 6, S2, Table 1, S1, PDB 6JOZ",1
"Table I, Figures 1, 3  and PDB 3ROL",1
"Figure 4B, C",1
"Figure 1, Supplementary Figures 1, 2, Supplementary Table 1 and PDB 5E8N",1
"Figure 4, Supplementary Figure 2, Supplementary Table 1 and PDB 5E8P",1
"Figure 4, Supplementary Figure 2, Supplementary Table 1 and PDB 5E8O",1
"Figure 1 and Supplementary Table S1",1
"Figures 1, 4 and Supplementary Table S1 and S3",1
"Figure 1 and Supplementary Table S1, S2 and S3",1
"Figure 6 and Supplemental Table 1",1
"Figures 2, 5, S2, Table II and PDB 5YMW (v1.0)",1
"Figures 2, 5, S2, Table II and PDB 5YMV (v1.0)",1
"Figure 4, Figure 6D",1
"Figure 4, Figure 6C",1
"Figure 4, Table S2 and PDB 6JTO",1
"Table II, Figures 4, 5 and PDB 5EIH",1
"Table 2, Figure 4, Supplementary Figures 8, 9 and PDB 5VVP",1
"Table 2, Figure 4, Supplementary Figure 8 and PDB 5VUE",1
"Table 2, Figure 4, Supplementary Figure 8 and PDB 5VWD",1
"Table 2, Figure 4, Supplementary Figures 8, 9 and PDB 5VWH",1
"Table 2, Figure 4, Supplementary Figure 8 and PDB 5VWJ",1
"Table 2, Figure 4, Supplementary Figure 8 and PDB 5VUF",1
"Table 2, Figure 4, Supplementary Figure 8 and PDB 5VWF",1
"Table 2, Figure 4, Supplementary Figures 8, 9 and PDB 5VUD",1
"Figure 1, Supplementary Figures 1, 2, Supplementary Table 2 and PDB 5NI9",1
"Figure 1, Supplementary Figures 1, 2, Supplementary Table 2 and PDB 5NIG",1
"Figures 4, 5, 7, Supplementary Figures S1, Supplementary Table S1, Table 1 and PDB 4JFE",1
"Supplementary Table S6, Supplementary Fig S1, S4 and PDB 4JFO",1
"Figure 3, Table S1 and PDB 4PJ5",1
"Figure 5, Table S1 and PDB 4PJE",1
"Figure 5, Table S1 and PDB 4PJF",1
"Figure 5, Table S1 and PDB 4PJG",1
"Figure 5, Table S1 and PDB 4PJH",1
"Figure 5, Table S1 and PDB 4PJX",1
"Figure 5, Table S1 and PDB 4PJI",1
"Supplementary Table S6, Supplementary Fig S1, S4 and PDB 4JFQ",1
"Supplementary Table S1 and PDB 4JFF",1
"Figures 4, 5, 7, Supplementary Figures S1, Supplementary Table S1, Table 1 and PDB 4JFD",1
"Supplementary Table S6, Supplementary Fig S1, S4 and PDB 4JFP",1
"Figure 7, Table S2 and PDB 4PJA",1
"Figure 7, Table S2 and PDB 4PJB",1
"Figure 7, Table S2 and PDB 4PJC",1
"Figure 7, Table S2 and PDB 4PJD",1
"Figure 8, Table S3 and PDB 4PJ7",1
"Figures 4, S3, Tables S2, S3 and PDB 4L3E",1
"Figure 1, Table 2 and PDB 6EWA",1
"Figures 2, 3, Table 2 and PDB 6EWO",1
"Figures 2, 3, Table 2 and PDB 6EWC",1
"Figures 2 and 4c",1
"Table 1, Figures 1, 3, 4 and PDB 1KT2",1
"Tables I, Figure 1, 3, 4 and PDB 2KTD",1
"Figure 2 and Supplemental Table 1",1
"Figure 2, Table S1 and PDB 4HUW",1
"Figure 3, Table S1 and PDB 4HUX",1
"Figure 2, Table S1 and PDB 4HUV",1
"Figure 1 and 6",1
"Figure 7, Table II and PDB 4PV9",1
"Figure 7, Table II and PDB 4PV8",1
"Supporting Table 2, Figure 7 and Supporting Figure 7",1
"Figure 1, Supporting Figure 2, Supporting Table 1 and PDB 2X4T",1
"Table 1, Supporting Table 2, Figures 3, 7, Supporting Figures 3, 4 and 7",1
"Figures 3, 4, S4, S5, Tables 1, 2, S1 and PDB 6HBY",1
"Figure 2, Table S1 and PDB 6ULI",1
"Figure 5, Supplementary Table 2 and PDB 6V2Q",1
"Figure 5, 6, Supplementary Table 2 and PDB 6V3J",1
"Figure 5, Supplementary Table 2 and PDB 6V2P",1
"Figure 4, Table S1 and PDB 6UON",1
"Figure 4, Table S1 and PDB 6ULR",1
"Figure 2, Table S1 and PDB 6ULK",1
"Figure 4, Table S1 and PDB 6ULN",1
"Tables 2, 3, Figures 4, 5 and PDB 4NT6",1
"Figure 4, Extended Data Figure 6, Extended Data Table 2 and PDB 8ELG",1
"Figure 4, Extended Data Figure 6, Extended Data Table 2 and PDB 8ELH",1
"Figure  1, Table 1 and PDB 1QO3",1
"Table 1, Figures 5, S7 and PDB 3QFJ",1
"Table I, Figures 1, 2, 3, 4 and PDB 1TVH",1
"Table I, Figures 1, 2, 3, 4 and PDB 1TVB",1
"Figure 3, Supplementary Figure 2, Supplementary Table 2 and PDB 6VRN",1
"Figure 3, Supplementary Figure 2, Supplementary Table 2 and PDB 6VQO",1
"Figure 4, Supplementary Figure 5, Supplementary Table 4 and PDB 7 N1F",1
"Figure 3, Supplementary Figure 4, Supplementary Table 4 and PDB 7N1B",1
"Figure 4, Supplementary Figure 5, Supplementary Table 4 and PDB 7N1E",1
"Figure 3, Supplementary Figure 4, Supplementary Table 4 and PDB 7 N1A",1
"Figure 8, Table 1 and PDB 7EJL",1
"Figure 8, Table 1 and PDB 7EJM",1
"Figure 8, Table 1 and PDB 7EJN",1
"Table 1 and Figures 4 and S2",1
"Tables 3 and 4, Figures 5, 6, and 7, and PDB 7WCY",1
"Figure 3, Supplemental Table II and PDB 3G08",1
"Table S1, Figures 1, 2 and PDB 3HE7",1
"Figures 1, 2, 3, 4, 5, Table III and PDB 1FYT",1
"Figure 1, Table 1 and PDB 1OGA",1
"Figures 2 and  3",1
"Table 1, Supplementary Table 3, Figures 6, 7, Supplementary Figure 7 and PDB 5GSD",1
"Table 1, Supplementary Table 2, Figures 6, 7, Supplementary Figure 7 and PDB 5GRD",1
"Table 1, Supplementary Table 4, Figure 6, Supplementary Figure 7 and PDB 5GRG",1
"Figures 3, 4, S1, S3, Tables 3, 5 and PDB 8ISN",1
"Tables 1, 4, Figures 3, 4, 5 and PDB FO4",1
"Table 1, Figure 1, S1 and PDB 3PWL",1
"Table 1, Figure 5, Supplemental Figure 1 and PDB 3PWJ",1
"Table 1, Figures 2, 3, 4, S2, S3, S4 and PDB 3PWP",1
"Supplementary Figure S10, Supplementary Table S7",1
"Table 1, Supporting Table 2 and Supporting Figure 7",1
"Tables 1, S1 Figure 4 and PDB 2YPK",1
"Tables 1, S1, Figures 1, 2, 3, 4 and PDB 2YPL",1
"Figures 1, 6 and Suuplementary Figure 1",1
"Figure 3, Table S2 and PDB 4HKJ",1
"Figure 1, Table 3 and PDB 1LDP",1
"Table 3 and PDB 1LDP",1
"Figure 3 and S6",1
"Figure 8, Table S2 and PDB 4I4W",1
"Table II, Figures 4, 5 6, 7 and PDB 3E3Q",1
"Table II, Figures 4, 5 6, 7 and PDB 3E2H",1
"Figures 6, 7, Supplemental Table 1 and PDB 4QRU",1
"Figures 6, 7, Supplemental Table 1 and PDB 4QRS",1
"Figures 6, 7, Supplemental Table 1 and PDB 4QRT",1
"Table I, Figures 4, 5, S4",1
"Table I, Figures 2, 4 and PDB 3O6F",1
"Figure 3, Table S2 and PDB 6V1A",1
"Figure 3, Table S2 and PDB 6V18",1
"Figure 3, Table S2 and PDB 6V13",1
"Figure S8, Table S2 and PDB 6V19",1
"Figure S8, Table S2 and PDB 6V0Y",1
"Figure S8, Table S2 and PDB 6V15",1
"Table 1, Figures 1, 2, 3, 4 and PDB 1FEJ",1
"Figures 4 and 7 and Supplementary Figure 3",1
"Figures 1, 2, and S1, Table S1, and PDB 7NZE",1
"Figures 1, 2, and S1, Table S1, and PDB 7NZF",1
"Figures 1, 2, and S1, Table S1, and PDB 7O00",1
"Figures 1, 2, and S1, Table S1, and PDB 7NZH",1
"Figure 5, Supplementary Table S3, Supplementary Figures S7, S8, S9, S10 and PDB 3QXD",1
"Figure 5, Supplementary Table S3, Supplementary Figures S8, S9, S10 and PDB 3QXA",1
"Tables 1 and 4, Figures 3 and 5",1
"Table 1, S2, Figures 2, 3, 4, S3, S5 and PDB 6J2G",1
"Table 1, S2, Figures 2, 3, S3, S5 and PDB 6J2J",1
"Figure 2, Supplementary Figure S1, Supplementary Table S1 and PDB 6MP0 (v1.1)",1
"Figure 2, Supplementary Figure S1, Supplementary Table S1 and PDB 6MP1 (v1.1)",1
"Table 1, Figures 2, 5 and PDB 5W67",1
"Table 1, Figures 2, 3 and PDB 5W6A",1
"Table 1, Figures 2, 4 and PDB 5W69",1
"Tables II and IV",1
"Figure S3, Table S2 and PDB 5WET",1
"Figure S3, Table S2 and PDB 5WEU",1
"Figure 2, S3, Table S2 and PDB 5WES",1
"Table I and PDB 4L8S",1
"Figures 1 to 4, Table 3",1
"Tables 1, 2, Figures 1, 2, 3, 4, 5 and  PDB 1AQD",1
"Figures 1, 3, 4, S1 and Table S1",1
"Table 2 abd Figure 3A",1
"Figures 1, 2, 3, 4, 5, 6, Tables 1, 2 and PDB 3CZF",1
"Tables 1, s1, Figure 1 and PDB 3MRD",1
"Tables 1, s1, Figure 1 and PDB 3MRE",1
"Tables 1, s1, Figure 1 and PDB 3MRG",1
"Tables 1, s1, Figure 1 and PDB 3MRH",1
"Tables 1, s1, Figure 1 and PDB 3MRL",1
"Tables 1, s1, Figure 1 and PDB 3MRO",1
"Tables 1, s1, Figure 1 and PDB 3MRR",1
"Tables 1, s1, Figure 1 and PDB 3MRC",1
"Figures 2 and 3, Supplementary Figures 2 and 5, Supplementary Table 1, and PDB 7RZJ",1
"Figures 2 and 3, Supplementary Figures 2 and 5, Supplementary Table 1, and PDB 7S8A",1
"Figures 2 and 3, Supplementary Figure 5, Supplementary Table 1, and PDB 7S8E",1
"Figures 2 and 3, Supplementary Figure 5, Supplementary Table 1, and PDB 7S8F",1
"Figures 2 and 3, Supplementary Figure 5, Supplementary Table 1, and PDB 7RZD",1
"Figure 6 and Supplementary Figure 6",1
"Figure 3, Supplementary Figure 4, Supplementary Table 1, and PDB 7S79",1
"Figure 3, Supplementary Figure 4, Supplementary Table 1, and PDB 7S7D",1
"Figures 2 and 4, Supplementary Figure 3, Supplementary Table 1, and PDB 7S7F",1
"Figures 2 and 4, Supplementary Figure 3, Supplementary Table 1, and PDB 7S7E",1
"Figure 6 and Supplementary Figure 7",1
"Table 1, Figure 1 and PDB 5SWQ",1
"Figures 1, 3, and 4",1
"Figure 4, Tables S1 and S3, and PDB 7SG1",1
"Figure 4, Tables S1 and S4, and PDB 7SG2",1
"Figure 3, Tables S1 and S2, and PDB 7SG0",1
"Figure 3, Table S3 and PDB 6D2R",1
"Figure 3, Table S3 and PDB 6D29",1
"Table 2, Figure 1 and PDB 1YN7",1
"Table 2, Figure 1 and PDB 1YN6",1
"Figures 1, 2, 3, 4, Table 1 and PDB 7PDW",1
"Figures 1, 3, 4, 5, Table 1 and PDB 7PBC",1
"Figure S4, Table S1 and 7RE8",1
"Figures 2, S4, Table S1 and 7RE7",1
"Figures 1, 4, 5, Table 1 and PDB 7QPJ",1
"Tables 1, 2 and Figures 2, 3, 4, and 5 and PDB 2A83",1
"PDB 3CZF (v1.1)",1
"Text p.11274",1
"Table 1 and Figures 2, 4 and PDB 1G6R",1
"Table 2 and PDB 2Z31",1
"Table 2 and PDB 2PXY",1
"PDB 3C5Z",1
"PDB 3C6L",1
"PDB 3C60",1
"Table 1, Figure 3 and PDB 2GIT",1
"Figures 4 and 7a",1
"Table 2, Figure 3, and PDB 2WBJ",1
"Figures 1 and 2C",1
"Figures 1, 2, Table 2 and PDB 1I4F",1
"Figures 1, 2, 3, 4, Table 2 and PDB 1K8D",1
"Figures 1, 5, 6, Table S1, Figure S4, S5 and PDB 3TF7",1
"Figure 5, Table S1, Figure S4, S5 and PDB 3TPU",1
"Figure 5, Table S1, Figure S4, S5 and PDB 3TFK",1
"Figures 5, 6, Table S1, Figure S4, S5 and PDB 3TJH",1
"Figure 4, Table S8 and PDB 4NQV",1
"Figure 4, Table S8 and PDB 4NQX",1
"Figure 3, Supplemental Table 1and PDB 3KLA",1
"Table 1, Figures 2, 3 and PDB 4QOK",1
"Table II, Figure 4 and PDB 3X11",1
"Table II, Figure 4 and PDB 3X12",1
"Table II, Figure 4 and PDB 3X13",1
"Table II, Figure 4 and PDB 3X14",1
"Table 1, Figure 8, Supplementary Figure 4, and PDB 3P9L",1
"Table 1, Figure 8, Supplementary Figure 4, and PDB 3PAB",1
"Table 1, Figure 8, Supplementary Figure 4, and PDB 3P9M",1
"Table 1, Figures 3, 4, 6, Supplementary Table 1 and PDB 6IWG",1
"Table 1, Figure 6, Supplementary Figure 1 and PDB 6IWH",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MKO",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MKM",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MKG",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MKN",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MKR",1
"Figure 8, Supplementary Table 3, Supplementary Figure 6 and PDB 6MKD",1
"Figures 2, 3, Supplementary Table S1 and PDB 6EQA",1
"Figures 2, 3, Supplementary Table S1 and PDB 6EQB",1
"Figures 1,  2, 3, S1, S9, Table 1 and PDB 6AEE",1
"Figure 3, Supplementary Table 1, Supplementary Figures 3, 4 and PDB 3UTQ (v1.1)",1
"Figure 3, Supplementary Table 1, Supplementary Figures 3, 4 and PDB 3UTT (v1.1)",1
"Figure 3, Supplementary Table 1, Supplementary Figures 3, 4 and PDB 3UTS (v1.1)",1
"Figures 1, S1, Table 1 and PDB 6O9B",1
"Figures 1, S1, Table 1 and PDB 6O9C",1
"Figures 5, 6, 7, Supplemental Figure 3, supplemental Table 1 and PDB 4D8P",1
"Table 2, Figure 2, Supplementary Figure 5 and PDB 6PYJ",1
"Table 2, Figure 2, Supplementary Figure 5 and PDB 6PYL",1
"Table 2, Figure 4 and PDB 6PYW",1
"Table 2, Figure 2, Supplementary Figure 5 and PDB 6PZ5",1
"Table 2, Figure 4 and PDB 6PYV",1
"Figures 1, S1, Table S2 and PDB 6NF7",1
"Figures 1, 2, 4, Table S2 and PDB 6PY2",1
"Figures 1, 3, 4, Table S2 and PDB 6PX6",1
"Figure 2, Table 2 and PDB 6AT5",1
"Supplementary Figure 5, Table 2 and PDB 6AVF",1
"Supplementary Figure 5, Table 2 and PDB 6AVG",1
"Figures 4, S8, Table S2 and PDB 6CPL",1
"Figures 4, S8, Table S2 and PDB 6CPN",1
"Figures 4, S8, S9, Table S2 and PDB 6CPO",1
"Figures 4, S8, S9, Table S2 and PDB 6CQJ",1
"Table S3 and PDB 6CQL",1
"Table S3 and PDB 6CQN",1
"Table S3 and PDB 6CQQ",1
"Table S3 and PDB 6CQR",1
"Table II, Figure 3, Supplemental Figure 1 and PDB 3QDM",1
"Table II, Supplemental Figure 1 and PDB 3QDG",1
"Table II, Figure 3, Supplemental Figure 1 and PDB 3QEQ",1
"Table II, Supplemental Figure 1 and PDB 3QDJ",1
"Figure 3 and Supplementary Figure 6",1
"Figure 7, Figure 1, Table 1",1
"Figures 2, 3, Table 2, PDB 6M24",1
"Figure 2, Table 2, PDB 6M2K",1
"Table S2 and Figures 5, 7",1
"Figures 1, 2, 3, 4, 5, 6, 7, 8",1
"Figure 5, Supplementary Table 1 and PDB 6WZY",1
"Figure 5, Supplementary Table 1 and PDB 6X00",1
"Figure 3, Table 1 and PDB 6KYU",1
"Figure 5, Table S5 and PDB 7F4W",1
"Figure 5, Table S5 and PDB 7EU2",1
"Tables I, II, Figure 1 and PDB 1XH3",1
"Table 1, Figures 1, 4 and PDB 1YDP",1
"Figures 1A and 1C",1
"Figures 1, 2, 3, 4, 5, Tables 1, 2 and PDB 1KLG",1
"Figures 1, 2, 3, 4, 5, Tables 1, 2 and PDB 1KLU",1
"Table 1,  Figures 2 and PDB 1 P1Z",1
"Table 1,  Figures 2 and PDB 1P4L",1
"Tables 1, 3, 4",1
"Figures 1, 3, S1, S2, Table S1 and PDB 8EK5",1
"Supplemetary Figure 16",1
"Figure 4, S24, Table S1 and PDB 8SBK",1
"Figure 4, S24, Table S1 and PDB 8SBL",1
"Figure S6 and Table S7",1
"Table S7, Figure S2 and S10",1
"Figures 1, 3, Table II and PDB 1S9X",1
"Figures 1, 2 Tables II, III and PDB 1S9W",1
"Figures 1, 3, Table II and PDB 1S9Y",1
"Figures 3, 4, 5, Supplementary Figures 1, 2, Supplementary Table 1 and PDB 5MZM",1
"Table 1, Figure 2 and PDB 6PTB",1
"Table 1, Figure 2 and PDB 6OPD",1
"Table 1, Figure 2 and PDB 6PTE",1
"Figure 2, Supplementary Figure 1, Supplementary Table 1 and PDB 6VR1",1
"Figure 2, Supplementary Figure 1, Supplementary Table 1 and PDB 6VR5",1
"Figure 3, Supplementary Figure 2, Supplementary Table 2 and PDB 6VRM",1
"Figures S2 and S3",1
"Figure 3, Supplementary Figures 1, 2, 5, Supplementary Tables 2, 3 and PDB 5TXS",1
"Figure 3, Supplementary Figures 1, 2, 5,  Supplementary Tables 2, 3 and PDB 5VZ5",1
"Supplementary Tables 2, 4, Figure 5, Supplementary Figures 7, 12 and PDB 6AT9",1
"Supplementary Figure 8",1
"Figure 1, Table S1 and PDB 6Q3K",1
"Supplementary Figure 9",1
"Figure 1, Extended Data Figure 1, Supplementary Table 1 and PDB 6UJO",1
"Figure 1, Extended Data Figure 1, Supplementary Table 1 and PDB 6UJQ",1
"Figures 1, 2, 3, 4, Supplementary Figures 3, 5, 7, 8, 9, Supplementary Tables 2, 3, 5, Supplementary Data 1, 2, 3 and PDB 6MPP",1
"Supplemetary Figure 2 and 10",1
"Figure 1, 7 and Supplemetary Figure 2",1
"Figure 1 and Supplementary Figure 6",1
"Figures 2, S2, Table S1 and PDB 8D5E",1
"Supplementary Table 1 and PDB 6UK4",1
"Supplementary Table 1 and PDB 6UK2",1
"Figures 5, 6",1
"Figures 4, S3",1
"Figures 6, 7 and Table S2",1
"PDB 7MJ9",1
"Figure 1E, Table 1 and PDB 4LCW",1
"Figure 1C, D",1
"Figure 8, Table S3 and PDB 4PJ9",1
"Table 1, Figure 3 and PDB 4ONO",1
"Table S1, Figures 6, 7, 8 and PDB 4WO4",1
"Tables S1, S3, Figure 9, 10 and PDB 4QRR",1
"Figures 4, 5, 7, Table 1, Supplementary Figure 3, Supplementary Table 1 and PDB 4X6C",1
"Figures 4, 5, 7, Table 1, Supplementary Figures 3, 4 and PDB 4X6D",1
"Figure 7, Table 1, Supplementary Figure 3 and PDB 4X6F",1
"Figure 7, Table 1, Supplementary Figure 3 and PDB 4X6E",1
"Figure 1 and S4",1
"Figure 3 and text page 9",1
"Figures 1 and 2C, Table 1",1
"Figure 2 and Supplementary Figure 3",1
"Figure 4, Supplementary Figures 4, 5, 6, Supplementary Table 1 and PDB 8ROO",1
"Figure 4, Supplementary Figures 4, 6, Supplementary Table 1 and PDB 8ROP",1
"Figure 4, Supplementary Figures 4, 6, Supplementary Table 1 and PDB 8RNH",1
"Figure 4, Supplementary Figures 4, 5, 6. Supplementary Table 1 and PDB 8RNG",1
"page 4876",1
"Table S1, Figure S5 and PDB 3KPN",1
"Table S1, Figure S5 and PDB 3KPL",1
"Table S1, Figure S5 and PDB 3KPP",1
"Table S1, Figure S5 and PDB 3KPM",1
"Table S1, Figure S5 and PDB 3KPQ",1
"Table S1, Figure S5 and PDB 3KPO",1
"Supplemental Tables 2, 3, Figure 4 and PDB  3VCL",1
"Table 2, Figure 3, 5 and PDB 4JRY",1
"Table 2, Figure 3, 4 and PDB 4JRX",1
"Figures 4, 5, 6, 7, 8, Table I, Supplemental Tables I, II and PDB 4JQX",1
"Figures 4, 5, 6, 7, 8, Table I, Supplemental Tables I, II and PDB 4JQV",1
"Figure 5 and 6",1
"PDB 7Q9A, Tables S3 and S4, and Figure S7",1
"PDB 7Q99, Tables S3 and S4, and Figure S6",1
"PDB 7ZUC, Tables S3 and S4, and Figure S7",1
"PDB 7Q98, Tables S3 and S4, and Figure S6",1
"PDB 7Q9B, Tables S3 and S4, and Figure S6",1
"Figure S4, Table S1 and PDB 8FU4",1
"Figure 4, Table S1 and PDB 8FRT",1
"Table 1, S1, Figures 4, 5, Supplementary Figure S1 and PDB 3VWJ",1
"Table 1, S1, Figures 4, 5, Supplementary Figure S1 and PDB 3VWK",1
"Figure 5, Supplementary Figure 8, Supplementary Table 2 and PDB 4JKW",1
"Figure 6, Supplementary Figure 8, Supplementary Table 2 and PDB 4K55",1
"Figure 6, Supplemental Tables I, II and PDB 4IRJ",1
"Figure 6, Supplemental Tables I, II and PDB 4IRS",1
"Figures 5, 6, Supplementary Table 1, Supplementary Figures 3, 4 and PDB 4LHU",1
"Table I and PDB 4LCC",1
"Table I and PDB 4L9L",1
"Figure S2, Table S1 and PDB 4MQ7",1
"Figure 3, Extended Data Figure 4, Extended Data Table 1 and PDB 4NQC",1
"Extended Data Figure 4, Extended Data Table 1 and PDB 4NQD",1
"Figure 3, Extended Data Figure 4, Extended Data Table 1 and PDB 4NQE",1
"Extended Data Figure 1a, d",1
"Figure 8, Table S3 and PDB 4PJ8",1
"Table 1, Figures 1, 2 and PDB 4IIQ",1
"Supplemental Table 1 and PDB 4ZAK",1
"Table S1, Figure 5 and PDB 5D5M",1
"Table S1, Figure 5 and PDB 5D7J",1
"Table S1, Figures 6, 7 and PDB 5D7L",1
"Table S1, Figure 5 and PDB 5D7I",1
"Supplementary Data Figure S7",1
"Figures 2, 5, and supplementary figure 3",1
"Table 1, Figures 1, 2 and PDB 5FKP",1
"Table 1, Figure 3 and PDB 5EFI",1
"Figure 3, Tables 1, S3 and PDB 4H25",1
"Figure 3, Table S3 and PDB 4H26",1
"Figure 1, Table 1, Supplementary Figure 1 and  PDB 4ELM",1
"Table 1, Figure  2, 3, 4, S1 and PDB 4F7E",1
"Table 1, Figures  2, 3, 4, S1 and PDB 4F7C",1
"Figures 6, S2, Table 3 and PDB 6KX9",1
"Figure 2, 3, 4, S2, Tables 3, 4 and PDB 6IRL",1
"Figure 3, Table I and Figures 4, 5 and S2",1
"Figures 2, 3, 4, S3, Tables II, III and PDB 7EDO",1
"Figure 4, Table 3, Supplementary Figure 10, and PDB 8RH6",1
"Figure 1, Table 3, Supplementary Figure 2, and PDB 7SIS",1
"Figure 1, Table 3, Supplementary Figure 2, and PDB 8RBV",1
"Figure 4, Table 3, Supplementary Figure 10, and PDB 8RBU",1
"Figure 4, Table 3, Supplementary Figure 10, and PDB 8RHQ",1
"Figure 3, Table 3, Supplementary Figure 9, and PDB 8REF",1
"Figure 3, Table 3, Supplementary Figure 9, and PDB 8RCV",1
"Figures 2, 3, 4, Tables 1, 2 and PDB 8KB0",1
"Figures 2, 3, 4, Tables 1, 2 and PDB 8J4G",1
"Figures 2, 3, 4,Tables 1, 2 and PDB 8KB1",1
"Figures 1, 2, 3, S2, S3, S4, S5, Table S1 and PDB 6WL4",1
"Figures 1, 2, 3, S2, S3, S4, S5, Table S1 and PDB 6WL2",1
"Figure 3, Table S1 and PDB 6WL3",1
"Figure 3, S4, Table S1 and PDB 7JI2",1
"Figure 2, Supplementary Figure 2, Supplementary Table 1 and PDB 3SDC",1
"Figure 2, Supplementary Figure 2, Supplementary Table 1 and PDB 3SDA",1
"Figure 2, Supplementary Figure 2, Supplementary Table 1 and PDB 3SDX",1
"Figure 2, Supplementary Figure 2, Supplementary Table 1 and PDB 3SDD",1
"Figure 2, Supplementary Figure 2, Supplementary Tables 1, 4 and PDB 3SCM",1
"Table 1, Figure 1 and PDB 4EN3",1
"PDB 3UBX, Table S2",1
"Figure 1 and Supplementary Figure 1, Supplementary Figure 2",1
